,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
293,the back of a stop sign with many stickers on it .,뒷면 of a stop sign with many stickers on it .,the back,뒷면,The back of a sign with stickers on .,뒷면 of a sign with stickers on .,The back,뒷면,3.799999952316284
294,"Yahoo accounts for 159 , 354 of the BSD sites , with 152 , 054 from NTT / Verio and 129 , 378 from Infospace , the survey found .","Yahoo accounts for 159 , 354 of the BSD sites , with 152 , 054 from NTT / Verio and 129 , 378 from Infospace , 설문 조사 found .",the survey,설문 조사,"Another 152 , 054 are from IP services company NTT / Verio , and 129 , 378 from InfoSpace , the survey found .","Another 152 , 054 are from IP services company NTT / Verio , and 129 , 378 from InfoSpace , 설문 조사 found .",the survey,설문 조사,3.0
295,Ukrainian Prime Minister Azarov and entire government resign,우크라이나 총리 Azarov와 전체 정부 resign,Ukrainian Prime Minister Azarov and entire government,우크라이나 총리 Azarov와 전체 정부,Ukrainian officials barred from Canada as protests continue,우크라이나 관리 barred from Canada as protests continue,Ukrainian officials,우크라이나 관리,1.2000000476837158
296,signing of the agreement is a peripheral issue of the meeting of chiefs of defense staff from the 26 ally countries of nato .,계약 서명 is a peripheral issue of the meeting of chiefs of defense staff from the 26 ally countries of nato .,signing of the agreement,계약 서명,the agreement was signed during a regular meeting of chiefs of defense staff from the 26 nato allies .,동의서 was signed during a regular meeting of chiefs of defense staff from the 26 nato allies .,the agreement,동의서,3.0
297,Tibetan monk dies after setting himself on fire in protest against Chinese rule,티베트 승려 dies after setting himself on fire in protest against Chinese rule,Tibetan monk,티베트 승려,Teenage Tibetan monk dies after setting himself on fire in China,십대 티베트 승려 dies after setting himself on fire in China,Teenage Tibetan monk,십대 티베트 승려,3.799999952316284
298,' Scores of bodies ' found in Syria,' 시체의 점수 ' found in Syria,Scores of bodies ',시체의 점수 ',Eight more bodies found on ship,여덟 개의 시체 found on ship,Eight more bodies,여덟 개의 시체,1.399999976158142
299,Nelson Mandela undergoes surgery,넬슨 만델라 undergoes surgery,Nelson Mandela,넬슨 만델라,‘ Nelson Mandela is recovering ’,‘ 넬슨 만델라 is recovering ’,Nelson Mandela,넬슨 만델라,2.200000047683716
300,UN says US drones violate Pakistan ' s sovereignty,UN says 미국 드론 violate Pakistan ' s sovereignty,US drones,미국 드론,UN : US drone strikes violate Pakistan ' s sovereignty,UN : 미국 드론 공습 violate Pakistan ' s sovereignty,US drone strikes,미국 드론 공습,4.400000095367432
301,The man sang on stage into the microphone .,그 남자 sang on stage into the microphone .,The man,그 남자,A man in a suit is standing at a microphone and singing .,양복을 입은 남자 is standing at a microphone and singing .,A man in a suit,양복을 입은 남자,3.5
302,A brown horse grazing in a field of green grass .,갈색 말 grazing in a field of green grass .,A brown horse,갈색 말,Brown horse standing in middle of grassy field .,갈색 말 standing in middle of grassy field .,Brown horse,갈색 말,4.0
303,the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program .,미국 정부 has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program .,the united states government,미국 정부,the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program .,미국과 동맹국 have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program .,the us and allies,미국과 동맹국,4.599999904632568
304,iran insists that the program is aimed solely at peaceful pursuits such as the generation of,iran insists that 프로그램 is aimed solely at peaceful pursuits such as the generation of,the program,프로그램,iran insists that its nuclear program is for peaceful purposes,iran insists that 그것의 핵 프로그램 is for peaceful purposes,its nuclear program,그것의 핵 프로그램,4.400000095367432
305,The proportion of people covered by employers dropped from 62 . 3 percent in 2001 to 61 . 3 percent last year .,고용주가 보장하는 사람들의 비율 dropped from 62 . 3 percent in 2001 to 61 . 3 percent last year .,The proportion of people covered by employers,고용주가 보장하는 사람들의 비율,"The proportion of Americans with insurance from employers declined to 61 . 3 percent , from 62 . 6 percent in 2001 and 63 . 6 percent in 2000 .","고용주가 제공하는 보험에 가입한 미국인의 비율 declined to 61 . 3 percent , from 62 . 6 percent in 2001 and 63 . 6 percent in 2000 .",The proportion of Americans with insurance from employers,고용주가 제공하는 보험에 가입한 미국인의 비율,3.200000047683716
306,Car bomb kills 20 in northwest Syria,자동차 폭탄 kills 20 in northwest Syria,Car bomb,자동차 폭탄,Car bomb kills 40 in northwest Pakistan,자동차 폭탄 kills 40 in northwest Pakistan,Car bomb,자동차 폭탄,1.2000000476837158
307,Iraq bombings kill at least 26,이라크 폭격 kill at least 26,Iraq bombings,이라크 폭격,Iraq suicide bomber kills at least 12,이라크 자살 폭탄 테러범 kills at least 12,Iraq suicide bomber,이라크 자살 폭탄 테러범,2.0
308,Indian finance minister quits to run for president,인도 재무장관 quits to run for president,Indian finance minister,인도 재무장관,Julian Assange Plans to Run for Australian Senate,줄리안 어산지 Plans to Run for Australian Senate,Julian Assange,줄리안 어산지,0.2000000029802322
309,A man is praying .,한 남자 is praying .,A man,한 남자,A man is running .,한 남자 is running .,A man,한 남자,0.7269999980926514
310,"Show her how much fun splashing is - that ' s what we did , and made a game of it .","Show her how much fun splashing is - that ' s what we did , and made 그것의 게임 .",a game of it,그것의 게임,You can put her toys near her or give he toys to her .,You can put 그녀의 장난감 near her or give he toys to her .,her toys,그녀의 장난감,0.800000011920929
311,helmand province is the world ' s largest producer of opium .,헬만트 주 is the world ' s largest producer of opium .,helmand province,헬만트 주,the areva group is the world ' s largest nuclear engineering firm .,아레바 그룹 is the world ' s largest nuclear engineering firm .,the areva group,아레바 그룹,0.0
312,A man is playing the guitar .,한 남자 is playing the guitar .,A man,한 남자,A man is playing the drums .,한 남자 is playing the drums .,A man,한 남자,1.555999994277954
313,A woman puts a garland over a man ' s shoulders .,여자 puts a garland over a man ' s shoulders .,A woman,여자,A man pours water over a pilots head .,한 남자 pours water over a pilots head .,A man,한 남자,0.5
314,The man is peeling an apple .,그 남자 is peeling an apple .,The man,그 남자,A man peels an apple .,한 남자 peels an apple .,A man,한 남자,5.0
315,Eurozone unemployment stays at record 11 percent,유로존 실업 stays at record 11 percent,Eurozone unemployment,유로존 실업,Eurozone unemployment at record high in June,유로존 실업 at record high in June,Eurozone unemployment,유로존 실업,3.0
316,A bay foal is walking next to its mother in a grassy field .,베이 망아지 is walking next to its mother in a grassy field .,A bay foal,베이 망아지,Close - up of young horse walking next to a larger horse .,Close - up of 어린 말 walking next to a larger horse .,young horse,어린 말,2.5999999046325684
317,There are no post - emergents that specifically kill crabgrass without killing lawn grass .,There are 노 포스트 - 잔디 풀을 죽이지 않고 게풀을 특별히 죽이는 긴급 상황 .,no post - emergents that specifically kill crabgrass without killing lawn grass,노 포스트 - 잔디 풀을 죽이지 않고 게풀을 특별히 죽이는 긴급 상황,I brought an Ace product that kla crab grass and you can use it below 90 degrees .,I brought 에이스 제품 that kla crab grass and you can use it below 90 degrees .,an Ace product,에이스 제품,1.7999999523162842
318,"When you crossed the line , you violated the constitutional right , "" said Charles Weisselberg , a UC Berkeley law professor .","When you crossed the line , you violated the constitutional right , "" said UC 버클리 법대 교수 찰스 와이셀버그(Charles Weisselberg) .","Charles Weisselberg , a UC Berkeley law professor",UC 버클리 법대 교수 찰스 와이셀버그(Charles Weisselberg),"When you crossed the line , you violated the constitutional right , "" said Charles Weisselberg , who teaches law at the University of California , Berkeley .","When you crossed the line , you violated the constitutional right , "" said UC Berkeley에서 법학을 가르치는 Charles Weisselberg .","Charles Weisselberg , who teaches law at the University of California , Berkeley",UC Berkeley에서 법학을 가르치는 Charles Weisselberg,5.0
319,A women sitting at a table drinking with a basketball picture in the background .,여자 sitting at a table drinking with a basketball picture in the background .,A women,여자,A woman in a sari drinks something while sitting at a table .,사리를 입은 여자 drinks something while sitting at a table .,A woman in a sari,사리를 입은 여자,2.5999999046325684
320,A man is levitating .,한 남자 is levitating .,A man,한 남자,A man is talking .,한 남자 is talking .,A man,한 남자,0.800000011920929
321,The skinny cows are standing on the grass .,마른 소 are standing on the grass .,The skinny cows,마른 소,The white ducks are standing on the ground .,흰 오리 are standing on the ground .,The white ducks,흰 오리,0.6000000238418579
322,"Hagel , Dempsey face Congress over defense budget","헤이글, 뎀시 face Congress over defense budget","Hagel , Dempsey","헤이글, 뎀시","Hagel laments "" political "" changes to US defence budget","Hagel laments 미국 국방예산의 ""정치적"" 변화",""" political "" changes to US defence budget","미국 국방예산의 ""정치적"" 변화",4.0
323,NATO protesters acquitted of terrorism charges,나토 시위대 acquitted of terrorism charges,NATO protesters,나토 시위대,NATO protesters convicted on non - terrorism charges,나토 시위대 convicted on non - terrorism charges,NATO protesters,나토 시위대,1.600000023841858
324,elbaradei states that a middle east peace deal can only be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region .,elbaradei states that 중동 평화 협정 can only be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region .,a middle east peace deal,중동 평화 협정,elbaradei was quoted as saying that a peace deal between israel and its arab neighbors must be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region .,elbaradei was quoted as saying that 이스라엘과 아랍 이웃 간의 평화 협정 must be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region .,a peace deal between israel and its arab neighbors,이스라엘과 아랍 이웃 간의 평화 협정,4.599999904632568
325,A black dog stands next to materials at a construction site .,검은 개 stands next to materials at a construction site .,A black dog,검은 개,A black dog standing in a room being constructed .,검은 개 standing in a room being constructed .,A black dog,검은 개,3.200000047683716
326,2 police killed in eastern Afghan explosion,2 police killed in 아프간 동부 폭발,eastern Afghan explosion,아프간 동부 폭발,At least 28 people die in Chinese coal mine explosion,최소 28명 die in Chinese coal mine explosion,At least 28 people,최소 28명,0.4000000059604645
327,Swiss vote on highest minimum wage,스위스 투표 on highest minimum wage,Swiss vote,스위스 투표,Swiss cast ballots on world ' s highest minimum wage,Swiss cast ballots on 세계 최고 최저임금,world ' s highest minimum wage,세계 최고 최저임금,4.599999904632568
328,A black person in black and red is sleeping on a bench with an open black umbrella .,검정과 빨강의 흑인 is sleeping on a bench with an open black umbrella .,A black person in black and red,검정과 빨강의 흑인,A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun .,한 남자 sitting up taking a nap on a park bench with an open umbrella protecting him from the sun .,A man,한 남자,3.5999999046325684
329,Barack Obama admits US has ' more nuclear weapons than we need ',버락 오바마 admits US has ' more nuclear weapons than we need ',Barack Obama,버락 오바마,French gunman wants to ' die with weapons in hands ',프랑스 총잡이 wants to ' die with weapons in hands ',French gunman,프랑스 총잡이,0.4000000059604645
330,"International rescue workers are scouring flattened debris for survivors in Iran ' s shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20 , 000 people .","국제구조대원 are scouring flattened debris for survivors in Iran ' s shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20 , 000 people .",International rescue workers,국제구조대원,International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran ' s ancient Silk Road city of Bam yesterday .,국제구조대원 hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran ' s ancient Silk Road city of Bam yesterday .,International rescue workers,국제구조대원,3.0
331,A man is playing a flute .,한 남자 is playing a flute .,A man,한 남자,A man is playing a guitar .,한 남자 is playing a guitar .,A man,한 남자,2.0
332,Russian lawmakers pass new bill restricting Internet,러시아 국회의원 pass new bill restricting Internet,Russian lawmakers,러시아 국회의원,Russia says ballistic ' objects ' fired in Mediterranean,Russia says 지중해에서 발사된 탄도 '객체',ballistic ' objects ' fired in Mediterranean,지중해에서 발사된 탄도 '객체',0.4000000059604645
333,Police fire tear gas to disperse protesters in Tunis,Police fire 최루 가스 to disperse protesters in Tunis,tear gas,최루 가스,Police fire tear gas at protesters in Cairo,Police fire 최루 가스 at protesters in Cairo,tear gas,최루 가스,2.200000047683716
334,Some smiling children are standing in front of an ocean sunset .,웃는 아이들 are standing in front of an ocean sunset .,Some smiling children,웃는 아이들,People walking in the dark .,People walking in 어두운 .,the dark,어두운,0.6000000238418579
335,They are preparing for a performance at school .,They are preparing for 학교에서의 공연 .,a performance at school,학교에서의 공연,Two medical professionals in green look on at something .,두 명의 의료 전문가 in green look on at something .,Two medical professionals,두 명의 의료 전문가,0.0
336,US soldier kills up to 16 civilians in Afghanistan,미군 kills up to 16 civilians in Afghanistan,US soldier,미군,US soldier kills up to 16 Afghan civilians in shooting spree,미군 kills up to 16 Afghan civilians in shooting spree,US soldier,미군,4.199999809265137
337,"At 12 months there was still a difference in function , although it was not a significant one .","At 12 months there was still 기능의 차이 , although it was not a significant one .",a difference in function,기능의 차이,"At 12 months , there was still a difference between the groups , but it was not considered significant .","At 12 months , there was still 그룹 간의 차이 , but it was not considered significant .",a difference between the groups,그룹 간의 차이,4.400000095367432
338,A woman is slicing a big pepper .,여자 is slicing a big pepper .,A woman,여자,A person is cutting a green pepper .,사람 is cutting a green pepper .,A person,사람,3.400000095367432
339,Very crowded office desk with computer monitor on .,매우 혼잡한 사무실 책상 with computer monitor on .,Very crowded office desk,매우 혼잡한 사무실 책상,Messy computer desk with two monitors .,지저분한 컴퓨터 책상 with two monitors .,Messy computer desk,지저분한 컴퓨터 책상,3.0
340,"The Dow Jones industrial average < . DJI > was off 58 . 69 points , or 0 . 64 percent , at 9 , 137 . 86 .","다우 존스 산업 평균 <  DJI > was off 58 . 69 points , or 0 . 64 percent , at 9 , 137 . 86 .",The Dow Jones industrial average < . DJI >,다우 존스 산업 평균 <  DJI >,"The Dow Jones industrial average . DJI fell 79 . 43 points , or 0 . 86 percent , to 9 , 117 . 12 on Friday .","다우 존스 산업 평균  DJI fell 79 . 43 points , or 0 . 86 percent , to 9 , 117 . 12 on Friday .",The Dow Jones industrial average . DJI,다우 존스 산업 평균  DJI,2.400000095367432
341,An animal is walking .,동물 is walking .,An animal,동물,A woman is applying eye makeup .,여자 is applying eye makeup .,A woman,여자,0.0
342,A man is meditating .,한 남자 is meditating .,A man,한 남자,The man is riding the horse .,그 남자 is riding the horse .,The man,그 남자,0.75
343,The girl sang into a microphone .,소녀 sang into a microphone .,The girl,소녀,The lady sang into the microphone .,숙녀분 sang into the microphone .,The lady,숙녀분,2.400000095367432
344,"Sliding down the ice , Moriarty and Carella hit the spongy , rocky floor of the river and immediately felt the pull .","Sliding down the ice , 모리어티와 카렐라 hit the spongy , rocky floor of the river and immediately felt the pull .",Moriarty and Carella,모리어티와 카렐라,"Sliding down the embankment , the two rescuers hit the spongy , rocky floor of the river and immediately felt the pull .","Sliding down the embankment , 두 명의 구조자 hit the spongy , rocky floor of the river and immediately felt the pull .",the two rescuers,두 명의 구조자,3.400000095367432
345,A woman is adding an egg and stirring .,여자 is adding an egg and stirring .,A woman,여자,A woman is mixing an egg in a bowl .,여자 is mixing an egg in a bowl .,A woman,여자,3.5
346,Officer injured in India anti - rape protests dies,인도 성폭행 반대 시위에서 경찰관 부상 dies,Officer injured in India anti - rape protests,인도 성폭행 반대 시위에서 경찰관 부상,Indian policeman injured in gang - rape protest dies,"인도 경찰, 조직폭력배에 부상 - rape protest dies",Indian policeman injured in gang,"인도 경찰, 조직폭력배에 부상",4.199999809265137
347,Vinnie Jones reveals cancer battle new,비니 존스 reveals cancer battle new,Vinnie Jones,비니 존스,Vinnie Jones reveals he has skin cancer,비니 존스 reveals he has skin cancer,Vinnie Jones,비니 존스,4.0
348,Six Australians killed in Laos plane crash,호주인 6명 killed in Laos plane crash,Six Australians,호주인 6명,Dozens killed in Laos plane crash,Dozens killed in 라오스 비행기 추락,Laos plane crash,라오스 비행기 추락,3.0
349,A person is squeezing through an opening in the rock face .,사람 is squeezing through an opening in the rock face .,A person,사람,A medium sized brown dog is running through an open white wooded area .,중간 크기의 갈색 개 is running through an open white wooded area .,A medium sized brown dog,중간 크기의 갈색 개,0.0
350,Cooley said he expects Muhammad will similarly be called as a witness at a pretrial hearing for Malvo .,Cooley said he expects Muhammad will similarly be called as a witness at Malvo에 대한 재판 전 심리 .,a pretrial hearing for Malvo,Malvo에 대한 재판 전 심리,Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad .,리 보이드 말보 will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad .,Lee Boyd Malvo,리 보이드 말보,2.5
351,US drone strike kills 8 militants,미국 드론 공습 kills 8 militants,US drone strike,미국 드론 공습,US drone strike kills four in NWA : officials,미국 드론 공습 kills four in NWA : officials,US drone strike,미국 드론 공습,2.200000047683716
352,The man is playing the wooden flute .,그 남자 is playing the wooden flute .,The man,그 남자,A little boy is vacuuming the floor .,작은 소년 is vacuuming the floor .,A little boy,작은 소년,0.0
353,"Richard Miller remained hospitalized after undergoing a liver transplant , but his wife has recovered .","리차드 밀러 remained hospitalized after undergoing a liver transplant , but his wife has recovered .",Richard Miller,리차드 밀러,"Richard Miller , 57 , survived a lifesaving liver transplant but remains hospitalized .","리처드 밀러 , 57 , survived a lifesaving liver transplant but remains hospitalized .","Richard Miller , 57 ,","리처드 밀러 , 57 ,",3.200000047683716
354,Indonesia anti - terror squad kills two suspected militants,인도네시아 반테러 분대 kills two suspected militants,Indonesia anti - terror squad,인도네시아 반테러 분대,Indonesia police shoot dead suspected militants in Bali,인도네시아 경찰 shoot dead suspected militants in Bali,Indonesia police,인도네시아 경찰,3.200000047683716
355,The white and brown dog is running quickly through the grass .,흰색과 갈색 개 is running quickly through the grass .,The white and brown dog,흰색과 갈색 개,The big white dog is running in the grass .,큰 흰색 개 is running in the grass .,The big white dog,큰 흰색 개,3.400000095367432
356,A woman is firing a rifle .,여자 is firing a rifle .,A woman,여자,A woman is cutting a lemon .,여자 is cutting a lemon .,A woman,여자,0.2000000029802322
357,Obama nominates new transportation secretary,Obama nominates 신임 교통비서관,new transportation secretary,신임 교통비서관,Obama To Meet Embattled Veterans Secretary,Obama To Meet 궁지에 몰린 참전용사 장관,Embattled Veterans Secretary,궁지에 몰린 참전용사 장관,0.2000000029802322
358,Where in the world is Ron Paul ?,Where in the world is 론 폴 ?,Ron Paul,론 폴,Where in the world is the MEDIA ? ?,Where in the world is 미디어 ? ?,the MEDIA,미디어,0.800000011920929
359,Taiwan rattled by strong earthquake,Taiwan rattled by 강한 지진,strong earthquake,강한 지진,China rocked by twin earthquakes,China rocked by 쌍둥이 지진,twin earthquakes,쌍둥이 지진,1.2000000476837158
360,China ' s 1 st Pilot Free Trade Zone Opens,중국 최초의 자유무역 시범구 Opens,China ' s 1 st Pilot Free Trade Zone,중국 최초의 자유무역 시범구,Shanghai Free Trade Zone begins operation,상하이 자유무역구 begins operation,Shanghai Free Trade Zone,상하이 자유무역구,3.799999952316284
361,A group of people sitting at a restaurant table .,그룹 of people sitting at a restaurant table .,A group,그룹,A group of people sitting around a table on a porch .,그룹 of people sitting around a table on a porch .,A group,그룹,2.5999999046325684
362,A woman sings into a microphone by a guy playing a guitar .,여자 sings into a microphone by a guy playing a guitar .,A woman,여자,A woman sings into a microphone with a guitar player in the background .,여자 sings into a microphone with a guitar player in the background .,A woman,여자,4.400000095367432
363,"We ' re talking about angels and common pins again , right ?","We ' re talking about 천사와 일반 핀 again , right ?",angels and common pins,천사와 일반 핀,"@ Lustig Andrei , We ' re talking about angels and common pins again , right ?","@ 웃긴 안드레이 , We ' re talking about angels and common pins again , right ?",Lustig Andrei,웃긴 안드레이,4.800000190734863
364,Hong Kong stocks close down 0 . 28 %,홍콩 주식 close down 0 . 28 %,Hong Kong stocks,홍콩 주식,Hong Kong stocks open 0 . 62 pct higher,홍콩 주식 open 0 . 62 pct higher,Hong Kong stocks,홍콩 주식,1.600000023841858
365,"One child pulls another , sitting in a red wagon , along the sand .","한 아이 pulls another , sitting in a red wagon , along the sand .",One child,한 아이,A young boy pulls another boy wearing a silly hat in a radio flyer wagon .,어린 소년 pulls another boy wearing a silly hat in a radio flyer wagon .,A young boy,어린 소년,3.400000095367432
366,A group of people in boats racing towards the shore .,그룹 of people in boats racing towards the shore .,A group,그룹,A classroom of students watching a presentation .,교실 of students watching a presentation .,A classroom,교실,0.0
367,Boston bombing suspect charged in hospital bed,보스턴 테러 용의자 charged in hospital bed,Boston bombing suspect,보스턴 테러 용의자,One week later : Boston honors bombing victims ; suspect unable to speak,일주일 later : Boston honors bombing victims ; suspect unable to speak,One week,일주일,1.2000000476837158
368,7 killed in attacks in Iraq,7 killed in 이라크 공격,attacks in Iraq,이라크 공격,16 killed in series of attacks in Iraq,16 killed in 이라크에서의 일련의 공격,series of attacks in Iraq,이라크에서의 일련의 공격,3.0
369,People who are good at the philosophy of mathematics are mathematicians and not philosophers .,수학철학에 소질이 있는 사람 are mathematicians and not philosophers .,People who are good at the philosophy of mathematics,수학철학에 소질이 있는 사람,My motivation is that I like to look at things from their roots and go up .,나의 동기 is that I like to look at things from their roots and go up .,My motivation,나의 동기,0.0
370,Motor Racing : Button fastest in year ' s first F1 practice,자동차 경주 : Button fastest in year ' s first F1 practice,Motor Racing,자동차 경주,Button boasts best time after first practice,Button boasts 최고의 시간 after first practice,best time,최고의 시간,3.0
371,"Someone standing on a snowy mountain , watching a plane .","Someone standing on 눈 덮인 산 , watching a plane .",a snowy mountain,눈 덮인 산,"A man stands on a mountain , watching a plane .","한 남자 stands on a mountain , watching a plane .",A man,한 남자,4.400000095367432
372,A man puts seasoning in a bowl of water .,한 남자 puts seasoning in a bowl of water .,A man,한 남자,The man added seasoning to water in a bowl .,그 남자 added seasoning to water in a bowl .,The man,그 남자,5.0
373,New coronavirus can probably can be passed person to person - WHO,신종 코로나바이러스 can probably can be passed person to person - WHO,New coronavirus,신종 코로나바이러스,WHO : New virus can probably pass person to person,WHO : 신종 바이러스 can probably pass person to person,New virus,신종 바이러스,3.799999952316284
374,A boy does a skateboard trick on the stairs downtown .,소년 does a skateboard trick on the stairs downtown .,A boy,소년,a boy is running on the sidewalk,a boy is running on 보도,the sidewalk,보도,0.6000000238418579
375,Food price hikes raise concerns in Iran,식량 가격 인상 raise concerns in Iran,Food price hikes,식량 가격 인상,American Chris Horner wins Tour of Spain,미국 크리스 호너 wins Tour of Spain,American Chris Horner,미국 크리스 호너,0.0
376,A person is driving a car .,사람 is driving a car .,A person,사람,A man is driving a car .,한 남자 is driving a car .,A man,한 남자,3.5
377,egypt and jordan have signed the nuclear nonproliferation treaty and have long called for a middle east free of weapons of mass destruction .,이집트와 요르단 have signed the nuclear nonproliferation treaty and have long called for a middle east free of weapons of mass destruction .,egypt and jordan,이집트와 요르단,syria has signed the nuclear nonproliferation treaty and has allowed agency experts to inspect its only known nuclear facility .,syria has signed 핵 비확산 조약 and has allowed agency experts to inspect its only known nuclear facility .,the nuclear nonproliferation treaty,핵 비확산 조약,4.0
378,An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel .,체포 영장 claimed Bryant assaulted the woman June 30 at a hotel .,An arrest warrant,체포 영장,"According to an arrest warrant , Bryant , 24 , attacked a woman on June 30 .","According to an arrest warrant , 브라이언트 , 24 , attacked a woman on June 30 .","Bryant , 24 ,","브라이언트 , 24 ,",4.25
379,North Korea says to put US citizen on trial,북한 says to put US citizen on trial,North Korea,북한,North Korea says detained American tourist to face trial,북한 says detained American tourist to face trial,North Korea,북한,5.0
380,"If I ' m angry , it will show up in one of those scans . .","If I ' m angry , it will show up in 그 스캔 중 하나 . .",one of those scans,그 스캔 중 하나,"If I ' m hyper active , it will show up in one of those scans . .","If I ' m hyper active , it will show up in 그 스캔 중 하나 . .",one of those scans,그 스캔 중 하나,3.200000047683716
381,Afghan legislators approve new election law,아프간 의원 approve new election law,Afghan legislators,아프간 의원,Afghan president approves new electon law,아프간 대통령 approves new electon law,Afghan president,아프간 대통령,2.5999999046325684
382,Russia says ballistic missiles fired in Mediterranean,Russia says 지중해에서 발사된 탄도 미사일,ballistic missiles fired in Mediterranean,지중해에서 발사된 탄도 미사일,Israel says it carried out joint missile test with US in Mediterranean,Israel says it carried out 합동 미사일 시험 with US in Mediterranean,joint missile test,합동 미사일 시험,1.0
383,"national , regional and international efforts to end the illicit trade in small arms and light weapons .","국가적, 지역적, 국제적 노력 to end the illicit trade in small arms and light weapons .","national , regional and international efforts","국가적, 지역적, 국제적 노력",the global community must cooperate to end illicit trade of small arms and light weapons .,글로벌 커뮤니티 must cooperate to end illicit trade of small arms and light weapons .,the global community,글로벌 커뮤니티,4.0
384,A man plays the violin .,한 남자 plays the violin .,A man,한 남자,A man is playing violin .,한 남자 is playing violin .,A man,한 남자,5.0
385,the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia .,공격 are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia .,the attacks,공격,the attacks occurred after a dispute between the governments of russia and estonia over the relocation of a soviet war memorial .,공격 occurred after a dispute between the governments of russia and estonia over the relocation of a soviet war memorial .,the attacks,공격,3.0
386,five people standing on a sidewalk,다섯 명 standing on a sidewalk,five people,다섯 명,Five people on a sidewalk .,다섯 명 on a sidewalk .,Five people,다섯 명,4.800000190734863
387,A girl is dragged downhill by a dog .,여자 is dragged downhill by a dog .,A girl,여자,A dog is pulling a child down a hill .,개 is pulling a child down a hill .,A dog,개,3.799999952316284
388,Many killed in Japan road tunnel collapse,Many killed in 일본 도로 터널 붕괴,Japan road tunnel collapse,일본 도로 터널 붕괴,Many killed in Syrian air strike,Many killed in 시리아 공습,Syrian air strike,시리아 공습,1.2000000476837158
389,A person is stirring rice .,사람 is stirring rice .,A person,사람,A woman is cracking an egg .,여자 is cracking an egg .,A woman,여자,1.0
390,The man is seasoning the sausages .,그 남자 is seasoning the sausages .,The man,그 남자,The man added seasoning to water in a bowl .,그 남자 added seasoning to water in a bowl .,The man,그 남자,2.400000095367432
391,"The shares represent more than half the 115 . 9 million shares Turner held at the end of April , according to Bloomberg data .","주식 represent more than half the 115 . 9 million shares Turner held at the end of April , according to Bloomberg data .",The shares,주식,The sale represents about 52 per cent of the 115 . 9 million shares Mr Turner held at the end of April .,세일 represents about 52 per cent of the 115 . 9 million shares Mr Turner held at the end of April .,The sale,세일,3.799999952316284
392,"The index , which measures activity in the service sector , climbed to 50 . 7 last month from 47 . 9 in March .",서비스 부문의 활동을 측정하는 지수는 climbed to 50 . 7 last month from 47 . 9 in March .,"The index , which measures activity in the service sector ,",서비스 부문의 활동을 측정하는 지수는,"The Arizona - based ISM reported Monday that its non - manufacturing index rose to 50 . 7 last month , from 47 . 9 in March .","애리조나 기반 ISM reported Monday that its non - manufacturing index rose to 50 . 7 last month , from 47 . 9 in March .",The Arizona - based ISM,애리조나 기반 ISM,3.5
393,"You need to be embedding a color profile in you image , as also using a browser that supports color management .","You need to be embedding 컬러 프로필 in you image , as also using a browser that supports color management .",a color profile,컬러 프로필,"In my experience , when the final production will be in sRGB , use that color profile from start to finish .","In 내 경험 , when the final production will be in sRGB , use that color profile from start to finish .",my experience,내 경험,2.5999999046325684
394,you have no remains of a missile at the pentagon .,you have 펜타곤에 미사일 잔해 없어 .,no remains of a missile at the pentagon,펜타곤에 미사일 잔해 없어,you have no remains of an A - at the pentagon .,you have A가 남아있지 않다 - at the pentagon .,no remains of an A,A가 남아있지 않다,2.400000095367432
395,A person holding a net is standing in the water .,그물을 들고 있는 사람 is standing in the water .,A person holding a net,그물을 들고 있는 사람,A black woman and two black children are sitting in a thatched tent .,흑인 여성과 두 명의 흑인 자녀 are sitting in a thatched tent .,A black woman and two black children,흑인 여성과 두 명의 흑인 자녀,0.6000000238418579
396,Mann ' s work was all about math .,만의 작품 was all about math .,Mann ' s work,만의 작품,Mann ' s work and the HS was all about Tree rings .,Mann의 작업과 HS was all about Tree rings .,Mann ' s work and the HS,Mann의 작업과 HS,1.600000023841858
