,sentence1,source1_np0,sentence2,source2_np0,label
384,What is the primary use of Compact Disc + Graphics ?,the primary use of Compact Disc + Graphics,Compact Disc + Graphics is a special audio compact disc that contains graphics data in addition to the audio data on the disc .,Compact Disc + Graphics,1
385,Why is Isaac Hunter ' s Tavern popular ?,Isaac Hunter ' s,"The city ' s location was chosen , in part , for being within 11 mi ( 18 km ) of Isaac Hunter ' s Tavern , a popular tavern frequented by the state legislators .",The city ' s location,0
386,Why have wall mosaics generally not survived in the region ?,wall mosaics,The mosaic was probably created in 565 / 6 .,The mosaic,1
387,Which two vernaculars hold relation to the official language ?,relation to the official language,"It is also used to write Pali , the sacred language of Theravada Buddhism , as well as several ethnic minority languages , including Shan , several Karen dialects , and Kayah ( Karenni ) , with the addition of specialised characters and diacritics for each language .","Pali , the sacred language of Theravada Buddhism ,",1
388,On which street is the Jacob K . Javits Convention Center located ?,the Jacob K . Javits Convention Center,"Notable locations include East River Ferry , LaptopMD headquarters , Mercy College Manhattan Campus , and Jacob K . Javits Convention Center .",Notable locations,1
389,What were the two scales defined as ?,the two scales,"Berlin sexologist Magnus Hirschfeld published a scheme in 1896 that measured the strength of an individual ' s sexual desire on two independent 10 - point scales , A ( homosexual ) and B ( heterosexual ) .",Berlin sexologist Magnus Hirschfeld,0
390,From what time period are the oldest artifacts in Kathmandu museums ?,the oldest artifacts in Kathmandu museums,"The museums display unique artifacts and paintings from the 5 th century CE to the present day , including archeological exportation .",The museums,0
391,What farmers use integrated pest management strategies ?,integrated pest management strategies,"On monoculture farms , the approach is generally to eradicate associated diversity using a suite of biologically destructive pesticides , mechanized tools and transgenic engineering techniques , then to rotate crops .",the approach,1
392,Where did the Dalai Lama ' s government flee to during the 1959 Tibetan Rebellion ?,the Dalai Lama ' s government,In 1962 China and India fought a brief war over the disputed South Tibet and Aksai Chin regions .,China and India,1
393,"When was Vieira , a former president , deposed ?","Vieira , a former president ,","In June 2005 , presidential elections were held for the first time since the coup that deposed Ialá .",presidential elections,1
394,What is the name of the regiment that frequently served as Napoleon ' s escort ?,the name of the regiment that frequently served as Napoleon ' s escort,"When he became First Consul and later Emperor , Napoleon eschewed his general ' s uniform and habitually wore the simple green colonel uniform ( non - Hussar ) of a colonel of the Chasseur à Cheval of the Imperial Guard , the regiment that often served as his personal escort , with a large bicorne .",his general ' s uniform,0
395,What does extra twisting of lisle thread produce ?,extra twisting of lisle thread,Lisle is composed of two strands that have each been twisted an extra twist per inch than ordinary yarns and combined to create a single thread .,two strands that have each been twisted an extra twist per inch than ordinary yarns and combined to create a single thread,0
396,What marked the beginning of the Roman Republic ?,the beginning of the Roman Republic,"However , most use the same date as did the ancient Romans themselves , the Roman Senate ' s grant of extraordinary powers to Octavian and his adopting the title Augustus in 27 BC , as the defining event ending the Republic .",the same date,1
397,How long did it actually take to complete Principia Mathematica ?,Principia Mathematica,"Despite the initial loss , today there is likely no major academic library in the world which does not hold a copy of Principia Mathematica .",the initial loss,1
398,Who killed François Darlan ?,François Darlan,"Eisenhower later appointed General Henri Giraud as High Commissioner , who had been installed by the Allies as Darlan ' s commander - in - chief , and who had refused to postpone the execution .",General Henri Giraud,1
399,What river flows into the River Thames ?,the River Thames,"This bridge either crossed the Thames , or went to a now lost island in the river .",This bridge,1
400,What magazine called Schwarzenegger America ' s most famous immigrant ?,America ' s,Immigration law firm Siskind & Susser have stated that Schwarzenegger may have been an illegal immigrant at some point in the late 1960 s or early 1970 s because of violations in the terms of his visa .,Immigration law firm Siskind & Susser,1
401,What is the syrinx ?,the syrinx,"Sound production is achieved using the syrinx , a muscular chamber incorporating multiple tympanic membranes which diverges from the lower end of the trachea ; the trachea being elongated in some species , increasing the volume of vocalizations and the perception of the bird ' s size .",Sound production,0
402,What is the modern study of genetics at the level of DNA known as ?,the modern study,The modern study of genetics at the level of DNA is known as molecular genetics .,The modern study of genetics at the level of DNA,0
403,How many overseas territories remain under British sovereignty ?,British sovereignty,"Although the British Empire achieved its largest territorial extent immediately after World War I , Britain was no longer the world ' s pre - eminent industrial or military power .",the world ' s pre - eminent industrial or military power,1
404,Where were items from the clothing line displayed ?,items from the clothing line,"The collection features sportswear , denim offerings with fur , outerwear and accessories that include handbags and footwear , and are available at department and specialty stores across the US and Canada .",The collection,1
405,Where can you find carpets and objects from the orient ?,carpets and objects from the orient,Carpets and objects from the orient can be visited in the Oriental Carpet Museum .,Carpets and objects from the orient,0
406,When was Alexander Balus composed ?,Alexander Balus,Antonio Maria Bononcini composed La conquista delle Spagne di Scipione Africano il giovane in 1707 and George Frideric Handel composed Alexander Balus in 1748 .,Antonio Maria Bononcini,0
407,How many nations receive the Idol broadcast ?,the Idol broadcast,In most nations these are not live broadcasts and may be tape delayed by several days or weeks .,most nations,1
408,What is the best know musical genre amongst the Tigrinya ?,the best know musical genre amongst the Tigrinya,"The most popular Eritrean artist is the Tigrinya singer Helen Meles , who is noted for her powerful voice and wide singing range .",The most popular Eritrean artist,1
409,Who came up with an explanation of the origins of London ' s name that contradicted earlier assumptions,an explanation of the origins of London ' s name that contradicted earlier assumptions,"From 1898 , it was commonly accepted that the name was of Celtic origin and meant place belonging to a man called * Londinos ; this explanation has since been rejected .",this explanation,1
410,Which team was denied entry into the Champions League in 2012 due to being bumped out of the running by the defending champion ?,entry into the Champions League,"However , for those leagues with four entrants in the Champions League , this meant that if the Champions League winner finished outside the top four in its domestic league , it would qualify at the expense of the fourth - placed team in the league .",those leagues with four entrants in the Champions League,1
411,"What does NATO define as passive measures to protect people , buildings and equipment from air or missile attacks ?","passive measures to protect people , buildings and equipment from air or missile attacks","Passive air defence is defined by NATO as "" Passive measures taken for the physical defence and protection of personnel , essential installations and equipment in order to minimize the effectiveness of air and / or missile attack "" .",Passive air defence,0
412,What year did Simon Cowell announce that he was leaving American Idol ?,Simon Cowell,"On January 11 , 2010 , Simon Cowell announced that he was leaving the show to pursue introducing the American version of his show The X Factor to the USA for 2011 .",Simon Cowell,0
413,What are potential sources of cellulosic biomass ?,potential sources of cellulosic biomass,"Crop residues ( such as corn stalks , wheat straw and rice straw ) , wood waste , and municipal solid waste are potential sources of cellulosic biomass .","Crop residues ( such as corn stalks , wheat straw and rice straw ) , wood waste , and municipal solid waste",0
414,When was the Armenian Mosaic re - discovered ?,the Armenian Mosaic,"The most important is the so - called "" Armenian Mosaic "" which was discovered in 1894 on the Street of the Prophets near Damascus Gate .",The most important,0
415,A party ' s consent to a treaty is invalid if it had been given by an agent or body without power to do so under what ?,A party ' s consent to a treaty,"States are reluctant to inquire into the internal affairs and processes of other states , and so a "" manifest violation "" is required such that it would be "" objectively evident to any State dealing with the matter "" .","a "" manifest violation """,1
416,Who was the president of alternative programming at Fox ?,the president of alternative programming at Fox,Much early attention on the show was therefore focused on the widowhood of Danny Gokey . [ citation needed ],Much early attention on the show,1
417,What was the first type of government that Libya had ?,the first type of government that Libya had,"In 1951 , the UN created the United Kingdom of Libya , a federal state under the leadership of a pro - western monarch , Idris , who banned political parties and established an absolute monarchy .",the UN,0
418,What is the name of the campus radio station ?,the name of the campus radio station,"While students used to broadcast on AM & FM frequencies , they now have an Internet - only stream .",an Internet - only stream,1
419,How many pandas escaped the reserve ?,the reserve,Six pandas escaped after their enclosures were damaged .,Six pandas,0
420,What is the materialistic view of matter in relation to other objects ?,the materialistic view of matter in relation to other objects,It sees every object as distinct and discrete from all other objects .,every object,0
421,"Prior to the 2008 games , when did Malaysia last see an Olympic torch relay ?",the 2008 games,"Among the landmarks the Olympic flame passed next to were the Parliament House , National Mosque , KL Tower and Merdeka Stadium .","the Parliament House , National Mosque , KL Tower and Merdeka Stadium",1
422,Where did Frederick William IV relocate the mural he purchased ?,Frederick William IV,It was reassembled in the Friedenskirche of Potsdam in the 1840 s .,the Friedenskirche of Potsdam,0
423,Season four was the first full season to be aired in what ?,Season four,"Season four premiered on January 18 , 2005 ; this was the first season of the series to be aired in high definition , although the finale of season three was also aired in high definition .",Season four,0
424,What god did Ptolemy I create ?,Ptolemy I,"The Ptolemies took on the traditions of the Egyptian Pharaohs , such as marrying their siblings ( Ptolemy II was the first to adopt this custom ) , having themselves portrayed on public monuments in Egyptian style and dress , and participating in Egyptian religious life .",The Ptolemies,1
425,What were advantages for programming new ENIAC ?,advantages for programming new ENIAC,"The electronics of the new ENIAC ran at one - sixth the speed , but this in no way degraded the ENIAC ' s performance , since it was still entirely I / O bound .",The electronics of the new ENIAC,1
426,When was the first national census taken in China ?,the first national census,"Han was eventually victorious and established the Protectorate of the Western Regions in 60 BC , which dealt with the region ' s defense and foreign affairs .","the Protectorate of the Western Regions in 60 BC , which dealt with the region ' s defense and foreign affairs",1
427,When were Israelis evacuated from Gaza Strip ?,Gaza Strip,"Approximately 7 , 800 Israelis lived in settlements in the Gaza Strip , until they were evacuated by the government as part of its 2005 disengagement plan .","Approximately 7 , 800 Israelis",0
428,What was the population density in Hyderabad in 2011 ?,the population density in Hyderabad,"Consequently , the population increased by 87 % , from 3 , 637 , 483 in the 2001 census to 6 , 809 , 970 in the 2011 census , 24 % of which are migrants from elsewhere in India , : 2 making Hyderabad the nation ' s fourth most populous city .",the population,1
429,"What is another word for "" Light Skinned """,another word,"For example , the telenovelas or soaps are criticized for featuring actors who resemble northern Europeans rather than actors of the more prevalent Southern European features ) and light - skinned mulatto and mestizo appearance .",the telenovelas or soaps,0
430,What period preceded the Little Ice Age ?,the Little Ice Age,"The causes of the Great Famine included the slow transition from the Medieval Warm Period to the Little Ice Age , which left the population vulnerable when bad weather caused crop failures .",The causes of the Great Famine,0
431,What power was in possession of every single magistrate in Rome ?,every single magistrate in Rome,"While in Rome , all citizens had a judgement against coercion .",all citizens,1
432,In what war was the German Empire defeated ?,the German Empire,"On 11 November 1918 ( Armistice Day ) , communist insurgents proclaimed a "" soviet government "" in Strasbourg , following the example of Kurt Eisner in Munich as well as other German towns .",communist insurgents,1
433,When was the slide rule first invented ?,the slide rule,"Aviation is one of the few fields where slide rules are still in widespread use , particularly for solving time – distance problems in light aircraft .","one of the few fields where slide rules are still in widespread use , particularly for solving time – distance problems in light aircraft",1
434,What two major department stores are located at the Third Street Promenade ?,the Third Street Promenade,"Santa Monica Place , featuring Bloomingdale ' s and Nordstrom in a three - level outdoor environment , is located at the south end of the Promenade .","Santa Monica Place , featuring Bloomingdale ' s and Nordstrom in a three - level outdoor environment ,",0
435,Giovanni da Verrazzano ' s ship that sailed to New York was named what ?,Giovanni da Verrazzano ' s ship that sailed to New York,"He claimed the area for France and named it "" Nouvelle Angoulême "" ( New Angoulême ) .",the area for France,1
436,What actress removed herself from participation in the relay ?,participation in the relay,""" On April 15 , Bollywood actress Soha Ali Khan pulled out of the Olympic torch relay , citing “ very strong personal reasons ” .",Bollywood actress Soha Ali Khan,0
437,Where was the event launching the publicly - available archive held ?,the event,"Information had been kept on digital tape for five years , with Kahle occasionally allowing researchers and scientists to tap into the clunky database .",digital tape,1
438,What was Greece ' s largest port as measured by good transported in 2010 ?,Greece ' s largest port,"According to Eurostat , Greece ' s largest port by tons of goods transported in 2010 is the port of Aghioi Theodoroi , with 17 . 38 million tons .",Greece ' s largest port by tons of goods transported in 2010,0
439,Who owns the largest carriers in the world ?,the largest carriers in the world,"As of 3 March 2016 , there are thirty - seven active aircraft carriers in the world within twelve navies .",thirty - seven active aircraft carriers in the world within twelve navies,1
440,How many Parliament members voted against the Declaration on State Sovereignty of Ukraine ?,the Declaration on State Sovereignty of Ukraine,"On July 11 , Ivashko resigned from his post as chairman of the Ukrainian Parliament after he was elected deputy general secretary of the Communist Party of the Soviet Union .",his post as chairman of the Ukrainian Parliament,1
441,What were styles in France initially ?,styles in France,"Techniques employed in the style included flatter , lighter motifs , sculpted in low frieze - like relief or painted in monotones en camaïeu ( "" like cameos "" ) , isolated medallions or vases or busts or bucrania or other motifs , suspended on swags of laurel or ribbon , with slender arabesques against backgrounds , perhaps , of "" Pompeiian red "" or pale tints , or stone colours .",Techniques employed in the style,1
442,In what year did Miami play host to the negotiations concerning the Free Trade Area of the Americas ?,the negotiations concerning the Free Trade Area of the Americas,"Miami was also the host city of the 2003 Free Trade Area of the Americas negotiations , and is one of the leading candidates to become the trading bloc ' s headquarters .",the host city of the 2003 Free Trade Area of the Americas negotiations,0
443,Nintendo charged producers hefty sums to make what ?,hefty sums,A variety of games for the FDS were released by Nintendo ( including some like Super Mario Bros . which had already been released on cartridge ) and third party companies such as Konami and Taito .,A variety of games for the FDS,1
444,What has been the GDP of Tuvalu in 2008 ?,the GDP of Tuvalu,"The International Monetary Fund 2010 Report on Tuvalu estimates that Tuvalu experienced zero growth in its 2010 GDP , after the economy contracted by about 2 % in 2009 .",The International Monetary Fund 2010 Report on Tuvalu,1
445,What borough was the second highest HDI score ?,the second highest HDI score,"The Human Development Index report of 2005 shows that there were three boroughs with a very high Human Development Index , 12 with a high HDI value ( 9 above . 85 ) and one with a medium HDI value ( almost high ) .",The Human Development Index report of 2005,1
446,What George Robey line is believed to have started the archie nickname ?,What George Robey line,"I British term probably coined by Amyas Borton and believed to derive via the Royal Flying Corps from the music - hall comedian George Robey ' s line "" Archibald , certainly not ! "" ) .",I British term,0
447,Who did the Greek basketball team beat in the 2006 FIBA World Championship ?,the Greek basketball team,"After the 2005 European Championship triumph of the Greek national basketball team , Greece became the reigning European Champion in both football and basketball .",the 2005 European Championship triumph of the Greek national basketball team,1
448,How many soldiers did the Qing fight back with ?,the Qing,"Wu Sangui ' s forces were crushed by the Green Standard Army , made out of defected Ming soldiers .",Wu Sangui ' s forces,1
449,What is Nigeria ' s northernmost climate ?,Nigeria ' s northernmost climate,"This forest zone ' s most southerly portion is defined as "" salt water swamp , "" also known as a mangrove swamp because of the large amount of mangroves in the area .",This forest zone ' s most southerly portion,1
450,The Liberian constitution restricts citizenship of whom ?,The Liberian constitution,A small minority of Liberians of European descent reside in the country . [ better source needed ],A small minority of Liberians of European descent,1
451,When was the death of Sidonius Apollinaris ?,the death of Sidonius Apollinaris,"The writings of Sidonius Apollinaris ( d . 489 ) , Cassiodorus ( d . c . 585 ) , and Boethius ( d . c . 525 ) were typical of the age .",The writings,0
452,Nigel Lythgoe quit the show to focus on what other show ?,Nigel Lythgoe,This was also the first season without executive producer Nigel Lythgoe who left to focus on the international versions of his show,the first season without executive producer Nigel Lythgoe who left to focus on the international versions of his show,1
453,What is the burial place of Fructuoso Rivera ?,the burial place of Fructuoso Rivera,"The cathedral is the burial place of Fructuoso Rivera , Juan Antonio Lavalleja and Venancio Flores .",The cathedral,1
454,In which year was a settlement reached regarding GE ' s pollution of the Housatonic River ?,a settlement reached regarding GE ' s pollution of the Housatonic River,"In 1999 , the company agreed to pay a $ 250 million settlement in connection with claims it polluted the Housatonic River ( Pittsfield , Massachusetts ) and other sites with polychlorinated biphenyls ( PCBs ) and other hazardous substances .",the company,0
455,Which University did research of cultural studies take place under CCCS ?,Which University,"The British version of cultural studies had originated in the 1950 s and 1960 s , mainly under the influence first of Richard Hoggart , E . P . Thompson , and Raymond Williams , and later that of Stuart Hall and others at the Centre for Contemporary Cultural Studies at the University of Birmingham .",The British version of cultural studies,0
456,What is the name of the 37 gear computer which noted the motions of the Sun and Moon ?,the name of the 37 gear computer which noted the motions of the Sun and Moon,The level of Hellenistic achievement in astronomy and engineering is impressively shown by the Antikythera mechanism ( 150 – 100 BC ) .,The level of Hellenistic achievement in astronomy and engineering,0
457,Where did Patrick Henry deliver his memorable speech ?,Patrick Henry,"The John Marshall House , the home of the former Chief Justice of the United States , is also located downtown and features many of his writings and objects from his life .","The John Marshall House , the home of the former Chief Justice of the United States ,",1
458,How many days can the Daysimeter gather for analysis ?,the Daysimeter,"The small , head - mounted device measures an individual ' s daily rest and activity patterns , as well as exposure to short - wavelength light that stimulates the circadian system .","The small , head - mounted device",1
459,What occurs when someone uses a trademark that is identical or confusingly similar to a trademark owned by someone else ?,a trademark that is identical or confusingly similar to a trademark owned by someone else,"Trademark infringement occurs when one party uses a trademark that is identical or confusingly similar to a trademark owned by another party , in relation to products or services which are identical or similar to the products or services of the other party .",Trademark infringement,0
460,Who was head of government after the first elected head of government ?,head of government,"Cárdenas resigned in 1999 to run in the 2000 presidential elections and designated Rosario Robles to succeed him , who became the first woman ( elected or otherwise ) to govern Mexico City .",Rosario Robles,0
461,What facet of the capital city was emulated by other urban centers in the Roman Republic ?,What facet,"The Roman concrete has remained a riddle , and even after more than 2 , 000 years some Roman structures still stand magnificently .",The Roman concrete,1
462,Who removed Chan from the protest ?,the protest,"In the end , she and some of the protesters were taken away against their will by the authorities via a police vehicle "" for their own protection . """,she and some of the protesters,0
463,Who was Frédéric a guest of during his visit of Szafarnia in 1824 and 1825 ?,Frédéric a guest,"His letters home from Szafarnia ( to which he gave the title "" The Szafarnia Courier "" ) , written in a very modern and lively Polish , amused his family with their spoofing of the Warsaw newspapers and demonstrated the youngster ' s literary gift .",His letters,1
464,Who consulted a witch before the battle of Pharsalus ?,the battle of Pharsalus,"Lucan depicts Sextus Pompeius , the doomed son of Pompey the Great , as convinced "" the gods of heaven knew too little "" and awaiting the Battle of Pharsalus by consulting with the Thessalian witch Erichtho , who practices necromancy and inhabits deserted graves , feeding on rotting corpses .","Sextus Pompeius , the doomed son of Pompey the Great ,",0
465,Why were the schools inspected ?,the schools,"However , Reuters reported in June that , to date , Chinese prosecutors have joined an official inquiry into ten collapsed schools during May ' s devastating earthquake to gain first - hand material of construction quality at the collapsed schools , launch preliminary inquiries and prepare for possible investigations into professional crime .",Chinese prosecutors,0
466,What year did the Irish Times start ?,the Irish Times,"The Times is the first newspaper to have borne that name , lending it to numerous other papers around the world , including The Times of India ( founded in 1838 ) , The Straits Times ( Singapore ) ( 1845 ) , The New York Times ( 1851 ) , The Irish Times ( 1859 ) , Le Temps ( France ) ( 1861 - 1942 ) , the Cape Times ( South Africa ) ( 1872 ) , the Los Angeles Times ( 1881 ) , The Seattle Times ( 1891 ) , The Manila Times ( 1898 ) , The Daily Times ( Malawi ) ( 1900 ) , El Tiempo ( Colombia ) ( 1911 ) , The Canberra Times ( 1926 ) , and The Times ( Malta ) ( 1935 ) .",The Times,0
467,Where is the House of the Black Madonna located ?,the House of the Black Madonna,"The best - known Cubist building is the House of the Black Madonna in the Old Town of Prague built in 1912 by Josef Gočár with the only Cubist café in the world , Grand Café Orient .",The best - known Cubist building,0
468,What part of the Olympic area was not damaged ?,What part,None of the Olympic venues were damaged .,None of the Olympic venues,0
469,Which singer did an ad for the LD - 700 player in 1984 ?,an ad for the LD - 700 player,"A 1984 Ray Charles ad for the LD - 700 player bore the term "" Pioneer LaserDisc brand videodisc player "" .",A 1984 Ray Charles ad for the LD - 700 player,0
470,Where were the strikes ?,the strikes,"On October 26 , twenty factories in Lviv held strikes and meetings to protest the police brutality of October 1 and the authorities ' unwillingness to prosecute those responsible .",twenty factories in Lviv,0
471,Why was CBS unable to broadcast the coronation of Queen Elizabeth II ?,the coronation of Queen Elizabeth II,"The first attempts to internationalize the ABC television network date back to the 1950 s , after Leonard Goldenson , following the United Paramount Theatres model , tried to use on ABC the same strategies he had made in expanding UPT ' s theater operation to the international market .",The first attempts to internationalize the ABC television network,1
472,Were Laserdiscs or VHS more durable in the long run ?,Laserdiscs or VHS,"By contrast , a VHS tape held all of its picture and sound information on the tape in a magnetic coating which is in contact with the spinning heads on the head drum , causing progressive wear with each use ( though later in VHS ' s lifespan , engineering improvements allowed tapes to be made and played back without contact ) .",a VHS tape,1
473,What was inspired by the fall of the Berlin wall ?,the fall of the Berlin wall,"By 1990 , inspired by the fall of the Berlin Wall , a pro - democracy movement arose .",a pro - democracy movement,0
474,Who depended on the U . S . consumer as a source of global demand ?,the U . S . consumer,""" The US economy has been spending too much and borrowing too much for years and the rest of the world depended on the U . S . consumer as a source of global demand . """,The US economy,0
475,What was one of the Norman ' s major exports ?,one of the Norman ' s major exports,"The Normans thereafter adopted the growing feudal doctrines of the rest of France , and worked them into a functional hierarchical system in both Normandy and in England .",The Normans,1
476,How many US cities have at least a gold rating for bicycle - friendliness ?,at least a gold rating for bicycle - friendliness,The League of American Bicyclists gave Tucson a gold rating for bicycle friendliness in late April 2007 .,The League of American Bicyclists,1
477,When did the Declaration of Delhi happen ?,the Declaration of Delhi,This was the Declaration of Delhi .,the Declaration of Delhi,1
478,What is the tallest building in Uptown Houston ?,the tallest building in Uptown Houston,The new 20 - story Skanska building and BBVA Compass Plaza are the newest office buildings built in Uptown after 30 years .,The new 20 - story Skanska building and BBVA Compass Plaza,1
479,What is the point of using different colors on a heat map ?,the point of using different colors on a heat map,"Additionally , the Blue Screen of Death has been updated with a simpler and modern design with less technical information displayed .",the Blue Screen of Death,1
480,Which city in Sichuan is known for its machinery production ?,Which city,"Deyang , Panzhihua , and Yibin are the production centers for machinery , metallurgical industries , and wine , respectively .","Deyang , Panzhihua , and Yibin",0
481,Who founded a shopping mall reserved for the most elites of society ?,a shopping mall reserved for the most elites of society,"It had been occupied by various shops and warehouses ( Maly Gostiny Dvor , Schukin Dvor , Apraksin Dvor ) until 1846 , when Count Essen - Stenbock - Fermor acquired the grounds to build an elite shopping mall for the Russian nobility and wealthy bourgeoisie .","1846 , when Count Essen - Stenbock - Fermor acquired the grounds to build an elite shopping mall for the Russian nobility and wealthy bourgeoisie",0
482,What is the Fiesta de los Vaqueros ?,the Fiesta de los Vaqueros,The Fiesta de los Vaqueros marks the beginning of the rodeo season in the United States .,The Fiesta de los Vaqueros,1
483,What was the goal of the CAF during the cold war ?,the goal of the CAF,"Toward that end , Canadian ground and air forces were based in Europe from the early 1950 s until the early 1990 s .",Canadian ground and air forces,1
484,What is the common name for William of Ockham ' s principle of parsimony ?,the common name for William of Ockham ' s principle of parsimony,"Ockham introduced the principle of parsimony – or Occam ' s razor – whereby a simple theory is preferred to a more complex one , and speculation on unobservable phenomena is avoided .",speculation on unobservable phenomena,0
485,What ZIP code was responsible for the greatest amount of contributions in the 2004 presidential election for both candidates ?,the greatest amount of contributions in the 2004 presidential election for both candidates,"New York is the most important source of political fundraising in the United States , as four of the top five ZIP codes in the nation for political contributions are in Manhattan .",New York,1
486,What is the name of the beautiful woman who Virgil enamoured ?,the name of the beautiful woman who Virgil enamoured,"In this story Virgil became enamoured of a beautiful woman , sometimes described as the emperor ' s daughter or mistress and called Lucretia .",this story,0
487,What type of geneticists have debates about what can provide a basis for a new conception of race ?,debates about what can provide a basis for a new conception of race,"In order to do this , a working definition of population must be found .",a working definition of population,1
488,What does Arsenal report a before tax profit for 2014 - 15 ?,a before tax profit for 2014 - 15,"Arsenal ' s financial results for the 2014 – 15 season show group revenue of £ 344 . 5 m , with a profit before tax of £ 24 . 7 m .",Arsenal ' s financial results for the 2014 – 15 season,0
489,What ' s the common language that around 20 % of Suriname ' s people speak ?,the common language,"In Suriname today , Dutch is the sole official language , and over 60 percent of the population speaks it as a mother tongue .",over 60 percent of the population,1
490,When was the Siku Quanshu finished ?,the Siku Quanshu,"The Qianlong Emperor sponsored the largest collection of writings in Chinese history , the Siku Quanshu , completed in 1782 .",The Qianlong Emperor,0
491,What kind of role do insects play in their ecosystem ?,their ecosystem,"Insect ecology is the scientific study of how insects , individually or as a community , interact with the surrounding environment or ecosystem . : 3 Insects play one of the most important roles in their ecosystems , which includes many roles , such as soil turning and aeration , dung burial , pest control , pollination and wildlife nutrition .",Insect ecology,0
492,When did these groups make the migration ?,these groups,"Around 1200 BC , the Dorians , another Greek - speaking people , followed from Epirus .",Around 1200 BC,0
493,What does CBC use unallotted airtime for ?,unallotted airtime,"Its French counterpart , Ici Radio - Canada Télé , still signs off every night .","Its French counterpart , Ici Radio - Canada Télé ,",1
494,What is something the licensed military service can be used for ?,something the licensed military service can be used for,There are two levels of service provided — a free service to civilians and licensed service to the Chinese government and military .,two levels of service provided — a free service to civilians and licensed service to the Chinese government and military,1
495,What is the 2014 population ?,the 2014 population,"According to the 2014 United States Census estimates , there were 1 , 560 , 297 people residing in the City of Philadelphia , representing a 2 . 2 % increase since 2010 .","1 , 560 , 297 people residing in the City of Philadelphia , representing a 2 . 2 % increase since 2010",0
496,What body enforced pubs ' closing hours under the Defence of the Realm Act ?,pubs ' closing hours,"The restrictions were tightened by the Defence of the Realm Act of August 1914 , which , along with the introduction of rationing and the censorship of the press for wartime purposes , restricted pubs ' opening hours to 12 noon – 2 : 30 pm and 6 : 30 pm – 9 : 30 pm .",The restrictions,1
497,What does the term closeted mean ?,the term,"In studies related to sexual orientation , when dealing with the degree to which a person ' s sexual attractions , behaviors and identity match , scientists usually use the terms concordance or discordance .",studies related to sexual orientation,1
498,What Russian government claimed that Ukrainian was not a distinct language ?,Russian government,"In the 19 th century , the Tsarist Government of the Russian Empire claimed that Ukrainian was merely a dialect of Russian and not a language on its own .",the Tsarist Government of the Russian Empire,0
499,"Who was named as a teacher at the second madrasa , housed in a mosque ?","a teacher at the second madrasa , housed in a mosque","The first institute of madrasa education was at the estate of Hazrat Zaid bin Arkam near a hill called Safa , where Hazrat Muhammad was the teacher and the students were some of his followers . [ citation needed ]",The first institute of madrasa education,1
