,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
374,What anti - Semitic fabrication did The Times endorse in 1920 ?,What anti - Semitic fabrication did 타임즈 endorse in 1920 ?,The Times,타임즈,"In the leader entitled "" The Jewish Peril , a Disturbing Pamphlet : Call for Inquiry "" , Steed wrote about The Protocols of the Elders of Zion :","In ""유대인의 위험, 충격적인 팜플렛: 조사 요청""이라는 제목의 지도자, Steed wrote about The Protocols of the Elders of Zion :","the leader entitled "" The Jewish Peril , a Disturbing Pamphlet : Call for Inquiry "" ,","""유대인의 위험, 충격적인 팜플렛: 조사 요청""이라는 제목의 지도자,",1
375,abbé Jean Meslier lived from what year to what year ?,수도원장 장 메슬리에 lived from what year to what year ?,abbé Jean Meslier,수도원장 장 메슬리에,"John "" Walking "" Stewart ( 1747 - 1822 ) , whose insistence in seeing matter as endowed with a moral dimension had a major impact on the philosophical poetry of William Wordsworth ( 1770 - 1850 ) .","존 ""워킹"" 스튜어트(1747~1822), 물질에 도덕적 차원이 부여되어 있다고 주장한 사람 had a major impact on the philosophical poetry of William Wordsworth ( 1770 - 1850 ) .","John "" Walking "" Stewart ( 1747 - 1822 ) , whose insistence in seeing matter as endowed with a moral dimension","존 ""워킹"" 스튜어트(1747~1822), 물질에 도덕적 차원이 부여되어 있다고 주장한 사람",1
376,When was the monk community installed ?,When was 수도사 공동체 installed ?,the monk community,수도사 공동체,The first reports of the abbey are based on a late tradition claiming that a young fisherman called Aldrich on the River Thames saw a vision of Saint Peter near the site .,수도원의 첫 번째 보고서 are based on a late tradition claiming that a young fisherman called Aldrich on the River Thames saw a vision of Saint Peter near the site .,The first reports of the abbey,수도원의 첫 번째 보고서,1
377,What is the study of living organisms known as ?,What is 이라고 알려진 살아있는 유기체에 대한 연구 ?,the study of living organisms known as,이라고 알려진 살아있는 유기체에 대한 연구,The study of their properties is known as organic chemistry and their study in the context of living organisms is known as biochemistry .,그들의 속성에 대한 연구 is known as organic chemistry and their study in the context of living organisms is known as biochemistry .,The study of their properties,그들의 속성에 대한 연구,0
378,"How was "" This is My Now "" decided as the first single for the American Idol winner in 2007 ?","How was "" This is My Now "" decided as 2007년 아메리칸 아이돌 우승자의 첫 번째 싱글 ?",the first single for the American Idol winner in 2007,2007년 아메리칸 아이돌 우승자의 첫 번째 싱글,"Thousands of recordings of original songs were submitted by songwriters , and 20 entries selected for the public vote .","수천 곡의 오리지널 곡 녹음 were submitted by songwriters , and 20 entries selected for the public vote .",Thousands of recordings of original songs,수천 곡의 오리지널 곡 녹음,0
379,Feminist economists Ailsa McKay and Margunn Bjornhold believe that the financial crisis and response reveal a crisis of ideas in this ?,페미니스트 경제학자 Ailsa McKay와 Margunn Bjornhold believe that the financial crisis and response reveal a crisis of ideas in this ?,Feminist economists Ailsa McKay and Margunn Bjornhold,페미니스트 경제학자 Ailsa McKay와 Margunn Bjornhold,"Feminist economists Ailsa McKay and Margunn Bjørnholt argue that the financial crisis and the response to it revealed a crisis of ideas in mainstream economics and within the economics profession , and call for a reshaping of both the economy , economic theory and the economics profession .","페미니스트 경제학자 Ailsa McKay와 Margunn Bjørnholt argue that the financial crisis and the response to it revealed a crisis of ideas in mainstream economics and within the economics profession , and call for a reshaping of both the economy , economic theory and the economics profession .",Feminist economists Ailsa McKay and Margunn Bjørnholt,페미니스트 경제학자 Ailsa McKay와 Margunn Bjørnholt,0
380,How many battles were conducted by Rome before they were forced to flee in The First Samnite War ?,How many battles were conducted by Rome before they were forced to flee in 제1차 삼니움 전쟁 ?,The First Samnite War,제1차 삼니움 전쟁,"Rome beat the Latins in the Battle of Vesuvius and again in the Battle of Trifanum , after which the Latin cities were obliged to submit to Roman rule .","Rome beat 라틴인 in the Battle of Vesuvius and again in the Battle of Trifanum , after which the Latin cities were obliged to submit to Roman rule .",the Latins,라틴인,1
381,In what publication did the name Rajasthan first appear ?,In what publication did 라자스탄이라는 이름 first appear ?,the name Rajasthan,라자스탄이라는 이름,"The first mention of the name "" Rajasthan "" appears in James Tod ' s 1829 publication Annals and Antiquities of Rajast ' han or the Central and Western Rajpoot States of India , while the earliest known record of "" Rajputana "" as a name for the region is in George Thomas ' s 1800 memoir Military Memories .","""라자스탄""이라는 이름이 처음으로 언급되었습니다 appears in James Tod ' s 1829 publication Annals and Antiquities of Rajast ' han or the Central and Western Rajpoot States of India , while the earliest known record of "" Rajputana "" as a name for the region is in George Thomas ' s 1800 memoir Military Memories .","The first mention of the name "" Rajasthan ""","""라자스탄""이라는 이름이 처음으로 언급되었습니다",0
382,What revolution made whites fearful of retribution of slaves ?,What revolution made whites fearful of 노예의 보복 ?,retribution of slaves,노예의 보복,"Later , the state legislature passed laws requiring individual legislative approval for manumission ( the freeing of a slave ) and regulating activities of free blacks and slaves .","Later , 주 의회 passed laws requiring individual legislative approval for manumission ( the freeing of a slave ) and regulating activities of free blacks and slaves .",the state legislature,주 의회,1
383,What instrument is usually at the center of a hard rock sound ?,What instrument is usually at 하드 록 사운드의 중심 ?,the center of a hard rock sound,하드 록 사운드의 중심,"Hard rock is a form of loud , aggressive rock music .","단단한 돌 is a form of loud , aggressive rock music .",Hard rock,단단한 돌,1
384,What is the primary use of Compact Disc + Graphics ?,What is 컴팩트 디스크 + 그래픽의 주요 용도 ?,the primary use of Compact Disc + Graphics,컴팩트 디스크 + 그래픽의 주요 용도,Compact Disc + Graphics is a special audio compact disc that contains graphics data in addition to the audio data on the disc .,컴팩트 디스크 + 그래픽 is a special audio compact disc that contains graphics data in addition to the audio data on the disc .,Compact Disc + Graphics,컴팩트 디스크 + 그래픽,1
385,Why is Isaac Hunter ' s Tavern popular ?,Why is 아이작 헌터의 Tavern popular ?,Isaac Hunter ' s,아이작 헌터의,"The city ' s location was chosen , in part , for being within 11 mi ( 18 km ) of Isaac Hunter ' s Tavern , a popular tavern frequented by the state legislators .","도시의 위치 was chosen , in part , for being within 11 mi ( 18 km ) of Isaac Hunter ' s Tavern , a popular tavern frequented by the state legislators .",The city ' s location,도시의 위치,0
386,Why have wall mosaics generally not survived in the region ?,Why have 벽 모자이크 generally not survived in the region ?,wall mosaics,벽 모자이크,The mosaic was probably created in 565 / 6 .,모자이크 was probably created in 565 / 6 .,The mosaic,모자이크,1
387,Which two vernaculars hold relation to the official language ?,Which two vernaculars hold 공식 언어와의 관계 ?,relation to the official language,공식 언어와의 관계,"It is also used to write Pali , the sacred language of Theravada Buddhism , as well as several ethnic minority languages , including Shan , several Karen dialects , and Kayah ( Karenni ) , with the addition of specialised characters and diacritics for each language .","It is also used to write 테라와다(Theravada) 불교의 신성한 언어인 팔리어(Pali)는 as well as several ethnic minority languages , including Shan , several Karen dialects , and Kayah ( Karenni ) , with the addition of specialised characters and diacritics for each language .","Pali , the sacred language of Theravada Buddhism ,",테라와다(Theravada) 불교의 신성한 언어인 팔리어(Pali)는,1
388,On which street is the Jacob K . Javits Convention Center located ?,On which street is 제이콥 K 재비츠 컨벤션 센터 located ?,the Jacob K . Javits Convention Center,제이콥 K 재비츠 컨벤션 센터,"Notable locations include East River Ferry , LaptopMD headquarters , Mercy College Manhattan Campus , and Jacob K . Javits Convention Center .","주목할만한 위치 include East River Ferry , LaptopMD headquarters , Mercy College Manhattan Campus , and Jacob K . Javits Convention Center .",Notable locations,주목할만한 위치,1
389,What were the two scales defined as ?,What were 두 개의 저울 defined as ?,the two scales,두 개의 저울,"Berlin sexologist Magnus Hirschfeld published a scheme in 1896 that measured the strength of an individual ' s sexual desire on two independent 10 - point scales , A ( homosexual ) and B ( heterosexual ) .","베를린의 성학자 마그누스 히르슈펠트 published a scheme in 1896 that measured the strength of an individual ' s sexual desire on two independent 10 - point scales , A ( homosexual ) and B ( heterosexual ) .",Berlin sexologist Magnus Hirschfeld,베를린의 성학자 마그누스 히르슈펠트,0
390,From what time period are the oldest artifacts in Kathmandu museums ?,From what time period are 카트만두 박물관에서 가장 오래된 유물 ?,the oldest artifacts in Kathmandu museums,카트만두 박물관에서 가장 오래된 유물,"The museums display unique artifacts and paintings from the 5 th century CE to the present day , including archeological exportation .","박물관 display unique artifacts and paintings from the 5 th century CE to the present day , including archeological exportation .",The museums,박물관,0
391,What farmers use integrated pest management strategies ?,What farmers use 통합 해충 관리 전략 ?,integrated pest management strategies,통합 해충 관리 전략,"On monoculture farms , the approach is generally to eradicate associated diversity using a suite of biologically destructive pesticides , mechanized tools and transgenic engineering techniques , then to rotate crops .","On monoculture farms , 접근 is generally to eradicate associated diversity using a suite of biologically destructive pesticides , mechanized tools and transgenic engineering techniques , then to rotate crops .",the approach,접근,1
392,Where did the Dalai Lama ' s government flee to during the 1959 Tibetan Rebellion ?,Where did 달라이 라마 정부 flee to during the 1959 Tibetan Rebellion ?,the Dalai Lama ' s government,달라이 라마 정부,In 1962 China and India fought a brief war over the disputed South Tibet and Aksai Chin regions .,In 1962 중국과 인도 fought a brief war over the disputed South Tibet and Aksai Chin regions .,China and India,중국과 인도,1
393,"When was Vieira , a former president , deposed ?","When was 비에이라 전 대통령, deposed ?","Vieira , a former president ,","비에이라 전 대통령,","In June 2005 , presidential elections were held for the first time since the coup that deposed Ialá .","In June 2005 , 대통령 선거 were held for the first time since the coup that deposed Ialá .",presidential elections,대통령 선거,1
394,What is the name of the regiment that frequently served as Napoleon ' s escort ?,What is 나폴레옹의 호위병으로 자주 활약한 연대의 이름 ?,the name of the regiment that frequently served as Napoleon ' s escort,나폴레옹의 호위병으로 자주 활약한 연대의 이름,"When he became First Consul and later Emperor , Napoleon eschewed his general ' s uniform and habitually wore the simple green colonel uniform ( non - Hussar ) of a colonel of the Chasseur à Cheval of the Imperial Guard , the regiment that often served as his personal escort , with a large bicorne .","When he became First Consul and later Emperor , Napoleon eschewed 그의 장군의 제복 and habitually wore the simple green colonel uniform ( non - Hussar ) of a colonel of the Chasseur à Cheval of the Imperial Guard , the regiment that often served as his personal escort , with a large bicorne .",his general ' s uniform,그의 장군의 제복,0
395,What does extra twisting of lisle thread produce ?,What does 라일 실의 추가 꼬임 produce ?,extra twisting of lisle thread,라일 실의 추가 꼬임,Lisle is composed of two strands that have each been twisted an extra twist per inch than ordinary yarns and combined to create a single thread .,Lisle is composed of 두 가닥을 일반 실보다 인치당 더 많이 꼬아서 결합하여 단일 실을 만드는 것입니다 .,two strands that have each been twisted an extra twist per inch than ordinary yarns and combined to create a single thread,두 가닥을 일반 실보다 인치당 더 많이 꼬아서 결합하여 단일 실을 만드는 것입니다,0
396,What marked the beginning of the Roman Republic ?,What marked 로마공화국의 시작 ?,the beginning of the Roman Republic,로마공화국의 시작,"However , most use the same date as did the ancient Romans themselves , the Roman Senate ' s grant of extraordinary powers to Octavian and his adopting the title Augustus in 27 BC , as the defining event ending the Republic .","However , most use 같은 날짜 as did the ancient Romans themselves , the Roman Senate ' s grant of extraordinary powers to Octavian and his adopting the title Augustus in 27 BC , as the defining event ending the Republic .",the same date,같은 날짜,1
397,How long did it actually take to complete Principia Mathematica ?,How long did it actually take to complete 수학적 원리 ?,Principia Mathematica,수학적 원리,"Despite the initial loss , today there is likely no major academic library in the world which does not hold a copy of Principia Mathematica .","Despite 초기 손실 , today there is likely no major academic library in the world which does not hold a copy of Principia Mathematica .",the initial loss,초기 손실,1
398,Who killed François Darlan ?,Who killed 프랑수아 달랑 ?,François Darlan,프랑수아 달랑,"Eisenhower later appointed General Henri Giraud as High Commissioner , who had been installed by the Allies as Darlan ' s commander - in - chief , and who had refused to postpone the execution .","Eisenhower later appointed 앙리 지로 장군 as High Commissioner , who had been installed by the Allies as Darlan ' s commander - in - chief , and who had refused to postpone the execution .",General Henri Giraud,앙리 지로 장군,1
399,What river flows into the River Thames ?,What river flows into 템즈 강 ?,the River Thames,템즈 강,"This bridge either crossed the Thames , or went to a now lost island in the river .","이 다리 either crossed the Thames , or went to a now lost island in the river .",This bridge,이 다리,1
400,What magazine called Schwarzenegger America ' s most famous immigrant ?,What magazine called Schwarzenegger 미국의 most famous immigrant ?,America ' s,미국의,Immigration law firm Siskind & Susser have stated that Schwarzenegger may have been an illegal immigrant at some point in the late 1960 s or early 1970 s because of violations in the terms of his visa .,이민 법률 회사 Siskind & Susser have stated that Schwarzenegger may have been an illegal immigrant at some point in the late 1960 s or early 1970 s because of violations in the terms of his visa .,Immigration law firm Siskind & Susser,이민 법률 회사 Siskind & Susser,1
401,What is the syrinx ?,What is 누공 ?,the syrinx,누공,"Sound production is achieved using the syrinx , a muscular chamber incorporating multiple tympanic membranes which diverges from the lower end of the trachea ; the trachea being elongated in some species , increasing the volume of vocalizations and the perception of the bird ' s size .","사운드 제작 is achieved using the syrinx , a muscular chamber incorporating multiple tympanic membranes which diverges from the lower end of the trachea ; the trachea being elongated in some species , increasing the volume of vocalizations and the perception of the bird ' s size .",Sound production,사운드 제작,0
402,What is the modern study of genetics at the level of DNA known as ?,What is 현대의 연구 of genetics at the level of DNA known as ?,the modern study,현대의 연구,The modern study of genetics at the level of DNA is known as molecular genetics .,DNA 수준의 유전학에 대한 현대 연구 is known as molecular genetics .,The modern study of genetics at the level of DNA,DNA 수준의 유전학에 대한 현대 연구,0
403,How many overseas territories remain under British sovereignty ?,How many overseas territories remain under 영국의 주권 ?,British sovereignty,영국의 주권,"Although the British Empire achieved its largest territorial extent immediately after World War I , Britain was no longer the world ' s pre - eminent industrial or military power .","Although the British Empire achieved its largest territorial extent immediately after World War I , Britain was no longer 세계 최고의 산업 또는 군사력 .",the world ' s pre - eminent industrial or military power,세계 최고의 산업 또는 군사력,1
404,Where were items from the clothing line displayed ?,Where were 의류 라인의 아이템 displayed ?,items from the clothing line,의류 라인의 아이템,"The collection features sportswear , denim offerings with fur , outerwear and accessories that include handbags and footwear , and are available at department and specialty stores across the US and Canada .","컬렉션 features sportswear , denim offerings with fur , outerwear and accessories that include handbags and footwear , and are available at department and specialty stores across the US and Canada .",The collection,컬렉션,1
405,Where can you find carpets and objects from the orient ?,Where can you find 동양의 카펫과 물건 ?,carpets and objects from the orient,동양의 카펫과 물건,Carpets and objects from the orient can be visited in the Oriental Carpet Museum .,동양의 카펫과 물건 can be visited in the Oriental Carpet Museum .,Carpets and objects from the orient,동양의 카펫과 물건,0
406,When was Alexander Balus composed ?,When was 알렉산더 발루스 composed ?,Alexander Balus,알렉산더 발루스,Antonio Maria Bononcini composed La conquista delle Spagne di Scipione Africano il giovane in 1707 and George Frideric Handel composed Alexander Balus in 1748 .,안토니오 마리아 보논치니 composed La conquista delle Spagne di Scipione Africano il giovane in 1707 and George Frideric Handel composed Alexander Balus in 1748 .,Antonio Maria Bononcini,안토니오 마리아 보논치니,0
407,How many nations receive the Idol broadcast ?,How many nations receive 아이돌 방송 ?,the Idol broadcast,아이돌 방송,In most nations these are not live broadcasts and may be tape delayed by several days or weeks .,In 대부분의 국가 these are not live broadcasts and may be tape delayed by several days or weeks .,most nations,대부분의 국가,1
408,What is the best know musical genre amongst the Tigrinya ?,What is 티그리냐족 중에서 가장 잘 알려진 음악 장르 ?,the best know musical genre amongst the Tigrinya,티그리냐족 중에서 가장 잘 알려진 음악 장르,"The most popular Eritrean artist is the Tigrinya singer Helen Meles , who is noted for her powerful voice and wide singing range .","가장 인기 있는 에리트레아 예술가 is the Tigrinya singer Helen Meles , who is noted for her powerful voice and wide singing range .",The most popular Eritrean artist,가장 인기 있는 에리트레아 예술가,1
409,Who came up with an explanation of the origins of London ' s name that contradicted earlier assumptions,Who came up with 이전 가정과 모순되는 런던 이름의 유래에 대한 설명,an explanation of the origins of London ' s name that contradicted earlier assumptions,이전 가정과 모순되는 런던 이름의 유래에 대한 설명,"From 1898 , it was commonly accepted that the name was of Celtic origin and meant place belonging to a man called * Londinos ; this explanation has since been rejected .","From 1898 , it was commonly accepted that the name was of Celtic origin and meant place belonging to a man called * Londinos ; 이 설명 has since been rejected .",this explanation,이 설명,1
410,Which team was denied entry into the Champions League in 2012 due to being bumped out of the running by the defending champion ?,Which team was denied 챔피언스리그 진출 in 2012 due to being bumped out of the running by the defending champion ?,entry into the Champions League,챔피언스리그 진출,"However , for those leagues with four entrants in the Champions League , this meant that if the Champions League winner finished outside the top four in its domestic league , it would qualify at the expense of the fourth - placed team in the league .","However , for 챔피언스 리그에 4명의 참가자가 있는 리그 , this meant that if the Champions League winner finished outside the top four in its domestic league , it would qualify at the expense of the fourth - placed team in the league .",those leagues with four entrants in the Champions League,챔피언스 리그에 4명의 참가자가 있는 리그,1
411,"What does NATO define as passive measures to protect people , buildings and equipment from air or missile attacks ?","What does NATO define as 공중이나 미사일 공격으로부터 사람, 건물, 장비를 보호하기 위한 수동적 조치 ?","passive measures to protect people , buildings and equipment from air or missile attacks","공중이나 미사일 공격으로부터 사람, 건물, 장비를 보호하기 위한 수동적 조치","Passive air defence is defined by NATO as "" Passive measures taken for the physical defence and protection of personnel , essential installations and equipment in order to minimize the effectiveness of air and / or missile attack "" .","수동적 방공 is defined by NATO as "" Passive measures taken for the physical defence and protection of personnel , essential installations and equipment in order to minimize the effectiveness of air and / or missile attack "" .",Passive air defence,수동적 방공,0
412,What year did Simon Cowell announce that he was leaving American Idol ?,What year did 사이먼 코웰 announce that he was leaving American Idol ?,Simon Cowell,사이먼 코웰,"On January 11 , 2010 , Simon Cowell announced that he was leaving the show to pursue introducing the American version of his show The X Factor to the USA for 2011 .","On January 11 , 2010 , 사이먼 코웰 announced that he was leaving the show to pursue introducing the American version of his show The X Factor to the USA for 2011 .",Simon Cowell,사이먼 코웰,0
413,What are potential sources of cellulosic biomass ?,What are 셀룰로오스 바이오매스의 잠재적 공급원 ?,potential sources of cellulosic biomass,셀룰로오스 바이오매스의 잠재적 공급원,"Crop residues ( such as corn stalks , wheat straw and rice straw ) , wood waste , and municipal solid waste are potential sources of cellulosic biomass .","작물잔재물(옥수수대, 밀짚, 볏짚 등), 목재폐기물, 도시고형폐기물 are potential sources of cellulosic biomass .","Crop residues ( such as corn stalks , wheat straw and rice straw ) , wood waste , and municipal solid waste","작물잔재물(옥수수대, 밀짚, 볏짚 등), 목재폐기물, 도시고형폐기물",0
414,When was the Armenian Mosaic re - discovered ?,When was 아르메니아 모자이크 re - discovered ?,the Armenian Mosaic,아르메니아 모자이크,"The most important is the so - called "" Armenian Mosaic "" which was discovered in 1894 on the Street of the Prophets near Damascus Gate .","가장 중요한 is the so - called "" Armenian Mosaic "" which was discovered in 1894 on the Street of the Prophets near Damascus Gate .",The most important,가장 중요한,0
415,A party ' s consent to a treaty is invalid if it had been given by an agent or body without power to do so under what ?,조약에 대한 당사자의 동의 is invalid if it had been given by an agent or body without power to do so under what ?,A party ' s consent to a treaty,조약에 대한 당사자의 동의,"States are reluctant to inquire into the internal affairs and processes of other states , and so a "" manifest violation "" is required such that it would be "" objectively evident to any State dealing with the matter "" .","States are reluctant to inquire into the internal affairs and processes of other states , and so "" 매니페스트 위반 "" is required such that it would be "" objectively evident to any State dealing with the matter "" .","a "" manifest violation """,""" 매니페스트 위반 """,1
416,Who was the president of alternative programming at Fox ?,Who was Fox의 대안 프로그래밍 사장 ?,the president of alternative programming at Fox,Fox의 대안 프로그래밍 사장,Much early attention on the show was therefore focused on the widowhood of Danny Gokey . [ citation needed ],쇼에 대한 많은 초기 관심 was therefore focused on the widowhood of Danny Gokey . [ citation needed ],Much early attention on the show,쇼에 대한 많은 초기 관심,1
417,What was the first type of government that Libya had ?,What was 리비아가 가졌던 최초의 정부 유형 ?,the first type of government that Libya had,리비아가 가졌던 최초의 정부 유형,"In 1951 , the UN created the United Kingdom of Libya , a federal state under the leadership of a pro - western monarch , Idris , who banned political parties and established an absolute monarchy .","In 1951 , 유엔 created the United Kingdom of Libya , a federal state under the leadership of a pro - western monarch , Idris , who banned political parties and established an absolute monarchy .",the UN,유엔,0
418,What is the name of the campus radio station ?,What is 캠퍼스 라디오 방송국 이름 ?,the name of the campus radio station,캠퍼스 라디오 방송국 이름,"While students used to broadcast on AM & FM frequencies , they now have an Internet - only stream .","While students used to broadcast on AM & FM frequencies , they now have 인터넷 전용 스트림 .",an Internet - only stream,인터넷 전용 스트림,1
419,How many pandas escaped the reserve ?,How many pandas escaped 예비 ?,the reserve,예비,Six pandas escaped after their enclosures were damaged .,여섯 마리의 판다 escaped after their enclosures were damaged .,Six pandas,여섯 마리의 판다,0
420,What is the materialistic view of matter in relation to other objects ?,What is 다른 대상과 관련된 물질에 대한 유물론적 견해 ?,the materialistic view of matter in relation to other objects,다른 대상과 관련된 물질에 대한 유물론적 견해,It sees every object as distinct and discrete from all other objects .,It sees 모든 물건 as distinct and discrete from all other objects .,every object,모든 물건,0
421,"Prior to the 2008 games , when did Malaysia last see an Olympic torch relay ?","Prior to 2008년 게임 , when did Malaysia last see an Olympic torch relay ?",the 2008 games,2008년 게임,"Among the landmarks the Olympic flame passed next to were the Parliament House , National Mosque , KL Tower and Merdeka Stadium .","Among the landmarks the Olympic flame passed next to were 국회 의사당, 국립 모스크, KL 타워 및 메르데카 경기장 .","the Parliament House , National Mosque , KL Tower and Merdeka Stadium","국회 의사당, 국립 모스크, KL 타워 및 메르데카 경기장",1
422,Where did Frederick William IV relocate the mural he purchased ?,Where did 프리드리히 빌헬름 4세 relocate the mural he purchased ?,Frederick William IV,프리드리히 빌헬름 4세,It was reassembled in the Friedenskirche of Potsdam in the 1840 s .,It was reassembled in 포츠담 프리덴스키르헤 in the 1840 s .,the Friedenskirche of Potsdam,포츠담 프리덴스키르헤,0
423,Season four was the first full season to be aired in what ?,시즌 4 was the first full season to be aired in what ?,Season four,시즌 4,"Season four premiered on January 18 , 2005 ; this was the first season of the series to be aired in high definition , although the finale of season three was also aired in high definition .","시즌 4 premiered on January 18 , 2005 ; this was the first season of the series to be aired in high definition , although the finale of season three was also aired in high definition .",Season four,시즌 4,0
424,What god did Ptolemy I create ?,What god did 프톨레마이오스 1세 create ?,Ptolemy I,프톨레마이오스 1세,"The Ptolemies took on the traditions of the Egyptian Pharaohs , such as marrying their siblings ( Ptolemy II was the first to adopt this custom ) , having themselves portrayed on public monuments in Egyptian style and dress , and participating in Egyptian religious life .","프톨레마이오스 took on the traditions of the Egyptian Pharaohs , such as marrying their siblings ( Ptolemy II was the first to adopt this custom ) , having themselves portrayed on public monuments in Egyptian style and dress , and participating in Egyptian religious life .",The Ptolemies,프톨레마이오스,1
425,What were advantages for programming new ENIAC ?,What were 새로운 ENIAC 프로그래밍의 장점 ?,advantages for programming new ENIAC,새로운 ENIAC 프로그래밍의 장점,"The electronics of the new ENIAC ran at one - sixth the speed , but this in no way degraded the ENIAC ' s performance , since it was still entirely I / O bound .","새로운 ENIAC의 전자 장치 ran at one - sixth the speed , but this in no way degraded the ENIAC ' s performance , since it was still entirely I / O bound .",The electronics of the new ENIAC,새로운 ENIAC의 전자 장치,1
426,When was the first national census taken in China ?,When was 첫 번째 전국 인구 조사 taken in China ?,the first national census,첫 번째 전국 인구 조사,"Han was eventually victorious and established the Protectorate of the Western Regions in 60 BC , which dealt with the region ' s defense and foreign affairs .",Han was eventually victorious and established 기원전 60년 서부지역 보호령으로 지역의 국방과 외교를 담당했다 .,"the Protectorate of the Western Regions in 60 BC , which dealt with the region ' s defense and foreign affairs",기원전 60년 서부지역 보호령으로 지역의 국방과 외교를 담당했다,1
427,When were Israelis evacuated from Gaza Strip ?,When were Israelis evacuated from 가자 지구 ?,Gaza Strip,가자 지구,"Approximately 7 , 800 Israelis lived in settlements in the Gaza Strip , until they were evacuated by the government as part of its 2005 disengagement plan .","이스라엘인 약 7,800명 lived in settlements in the Gaza Strip , until they were evacuated by the government as part of its 2005 disengagement plan .","Approximately 7 , 800 Israelis","이스라엘인 약 7,800명",0
428,What was the population density in Hyderabad in 2011 ?,What was 하이데라바드의 인구 밀도 in 2011 ?,the population density in Hyderabad,하이데라바드의 인구 밀도,"Consequently , the population increased by 87 % , from 3 , 637 , 483 in the 2001 census to 6 , 809 , 970 in the 2011 census , 24 % of which are migrants from elsewhere in India , : 2 making Hyderabad the nation ' s fourth most populous city .","Consequently , 인구 increased by 87 % , from 3 , 637 , 483 in the 2001 census to 6 , 809 , 970 in the 2011 census , 24 % of which are migrants from elsewhere in India , : 2 making Hyderabad the nation ' s fourth most populous city .",the population,인구,1
429,"What is another word for "" Light Skinned ""","What is 다른 단어 for "" Light Skinned """,another word,다른 단어,"For example , the telenovelas or soaps are criticized for featuring actors who resemble northern Europeans rather than actors of the more prevalent Southern European features ) and light - skinned mulatto and mestizo appearance .","For example , 텔레노벨라나 비누 are criticized for featuring actors who resemble northern Europeans rather than actors of the more prevalent Southern European features ) and light - skinned mulatto and mestizo appearance .",the telenovelas or soaps,텔레노벨라나 비누,0
430,What period preceded the Little Ice Age ?,What period preceded 소빙하기 ?,the Little Ice Age,소빙하기,"The causes of the Great Famine included the slow transition from the Medieval Warm Period to the Little Ice Age , which left the population vulnerable when bad weather caused crop failures .","대기근의 원인 included the slow transition from the Medieval Warm Period to the Little Ice Age , which left the population vulnerable when bad weather caused crop failures .",The causes of the Great Famine,대기근의 원인,0
431,What power was in possession of every single magistrate in Rome ?,What power was in possession of 로마의 모든 치안판사 ?,every single magistrate in Rome,로마의 모든 치안판사,"While in Rome , all citizens had a judgement against coercion .","While in Rome , 모든 시민 had a judgement against coercion .",all citizens,모든 시민,1
432,In what war was the German Empire defeated ?,In what war was 독일 제국 defeated ?,the German Empire,독일 제국,"On 11 November 1918 ( Armistice Day ) , communist insurgents proclaimed a "" soviet government "" in Strasbourg , following the example of Kurt Eisner in Munich as well as other German towns .","On 11 November 1918 ( Armistice Day ) , 공산주의 반군 proclaimed a "" soviet government "" in Strasbourg , following the example of Kurt Eisner in Munich as well as other German towns .",communist insurgents,공산주의 반군,1
433,When was the slide rule first invented ?,When was 슬라이드 규칙 first invented ?,the slide rule,슬라이드 규칙,"Aviation is one of the few fields where slide rules are still in widespread use , particularly for solving time – distance problems in light aircraft .",Aviation is 특히 경비행기의 시간-거리 문제를 해결하기 위해 계산자가 여전히 널리 사용되는 몇 안 되는 분야 중 하나입니다 .,"one of the few fields where slide rules are still in widespread use , particularly for solving time – distance problems in light aircraft",특히 경비행기의 시간-거리 문제를 해결하기 위해 계산자가 여전히 널리 사용되는 몇 안 되는 분야 중 하나입니다,1
434,What two major department stores are located at the Third Street Promenade ?,What two major department stores are located at 3번가 산책로 ?,the Third Street Promenade,3번가 산책로,"Santa Monica Place , featuring Bloomingdale ' s and Nordstrom in a three - level outdoor environment , is located at the south end of the Promenade .","Bloomingdale's와 Nordstrom을 3층 야외 환경에 갖춘 Santa Monica Place, is located at the south end of the Promenade .","Santa Monica Place , featuring Bloomingdale ' s and Nordstrom in a three - level outdoor environment ,","Bloomingdale's와 Nordstrom을 3층 야외 환경에 갖춘 Santa Monica Place,",0
435,Giovanni da Verrazzano ' s ship that sailed to New York was named what ?,뉴욕으로 항해한 조반니 다 베라차노의 배 was named what ?,Giovanni da Verrazzano ' s ship that sailed to New York,뉴욕으로 항해한 조반니 다 베라차노의 배,"He claimed the area for France and named it "" Nouvelle Angoulême "" ( New Angoulême ) .","He claimed 프랑스 지역 and named it "" Nouvelle Angoulême "" ( New Angoulême ) .",the area for France,프랑스 지역,1
436,What actress removed herself from participation in the relay ?,What actress removed herself from 릴레이 참여 ?,participation in the relay,릴레이 참여,""" On April 15 , Bollywood actress Soha Ali Khan pulled out of the Olympic torch relay , citing “ very strong personal reasons ” .",""" On April 15 , 발리우드 여배우 소하 알리 칸 pulled out of the Olympic torch relay , citing “ very strong personal reasons ” .",Bollywood actress Soha Ali Khan,발리우드 여배우 소하 알리 칸,0
