,sentence1,source1_np0,sentence2,source2_np0,label
342,"Also weighing on the market was news that General Motors GM . N planned to issue $ 10 billion in debt , in part to plug a hole in its pension plan .","news that General Motors GM . N planned to issue $ 10 billion in debt , in part to plug a hole in its pension plan","Also hurting was news General Motors GM . N was to issue $ 10 billion in debt , in part to plug a hole in its pension plan .","news General Motors GM . N was to issue $ 10 billion in debt , in part to plug a hole in its pension plan",1
343,Tennessee Titans quarterback Steve McNair apologized Thursday for his arrest hours earlier in Nashville on suspicion of drunken driving and illegal possession of a handgun .,Tennessee Titans quarterback Steve McNair,Tennessee Titans quarterback Steve McNair was arrested Thursday and charged with drunken driving and possession of a handgun .,Tennessee Titans quarterback Steve McNair,0
344,"The Standard & Poor ' s 500 Index slipped 4 . 77 , or 0 . 5 percent , to 929 . 62 .",The Standard & Poor ' s 500 Index,"The broad Standard & Poor ' s 500 Index . SPX shed 0 . 17 of a point , or just 0 . 02 percent , to 934 .",The broad Standard & Poor ' s 500 Index . SPX,1
345,Minister Saud al - Faisal ' s visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name .,Minister Saud al - Faisal ' s visit,"Minister Saud al - Faisal ' s visit was disclosed by two administration officials , who spoke on condition of anonymity .",Minister Saud al - Faisal ' s visit,1
346,Water samples are being tested in a state lab to determine what caused the reaction .,Water samples,Water samples are being sent to the state health department for analysis .,Water samples,1
347,"Oracle shares fell 27 cents , or 2 percent , to $ 13 . 09 .",Oracle shares,"Oracle shares also rose on the news , up 15 cents to $ 13 . 51 on the Nasdaq .",Oracle shares,0
348,"He has also directed "" The Flintstones , "" "" Beethoven , "" and "" Jingle All The Way . """,""" The Flintstones , "" "" Beethoven , "" and "" Jingle All The Way","Levant ' s other credits include "" The Flintstones , "" "" Jingle All the Way "" and "" Beethoven . """,Levant ' s other credits,1
349,"Daniels said he doesn ' t know what Bush will have to say about him at tonight ' s $ 2 , 000 - per - person presidential fund - raiser .","tonight ' s $ 2 , 000 - per - person presidential fund - raiser","Daniels said he doesn ' t know what Bush will say at tonight ' s $ 2 , 000 - per - person reception to raise funds for his presidential re - election bid .","tonight ' s $ 2 , 000 - per - person reception to raise funds for his presidential re - election bid",1
350,"Variable annuity sales were $ 4 . 2 billion , 82 percent higher than a year ago .",Variable annuity sales,Variable annuity sales surged 82 percent to $ 4 . 2 billion .,Variable annuity sales,0
351,"In his female disguise , the real estate heir used the name Dorothy Ciner , a childhood friend .",the real estate heir,"In his female disguise , he used the name Dorothy Ciner , a childhood friend , and rented an apartment in Galveston .",his female disguise,0
352,""" I had no direct interest and Craxi begged me to intervene because he believed the operation damaged the state , "" he told a packed courtroom during a 45 - minute address .",a packed courtroom,""" I had no direct interest , and Craxi begged me to intervene because he believed that the operation damaged the state , "" Mr . Berlusconi said .",Mr . Berlusconi,0
353,""" The anticipated global sales improvement in the month of June did not materialize , "" said Chief Financial Officer Robert Rivet .",Chief Financial Officer Robert Rivet,""" The anticipated global sales improvement in the month of June did not materialize as we had anticipated , "" the company said .",the company,1
354,Early voting will run weekdays from 8 a . m . to 5 p . m . through Sept . 9 .,Early voting,Early voting polls will be open from 7 a . m . to 7 p . m . Sept . 8 and Sept . 9 .,Early voting polls,1
355,A 1991 Florida straw poll helped catapult a little - known Bill Clinton to national prominence .,A 1991 Florida straw poll,"A similar Florida straw poll in 1991 brought attention to Bill Clinton , according to Democrats .",A similar Florida straw poll in 1991,1
356,"What ' s next : If finally passed by the House , the measure moves to the Senate .",the measure,"If passed , the measure will return to the Senate for concurrence with House amendments .",the measure,0
357,""" It ' s a major victory for Maine , and it ' s a major victory for other states .",a major victory for other states,The Maine program could be a model for other states .,The Maine program,0
358,"The House has already approved the measure , and Congress twice sent similar legislation to President Clinton , who vetoed it .",The House,"Congress twice sent similar legislation to former President Bill Clinton , who vetoed it .",similar legislation,0
359,"Kenneth "" Supreme "" McGriff was sentenced to 37 months in prison for illegally possessing a handgun as a convicted felon at a firing range in Maryland .","Kenneth "" Supreme "" McGriff","Kenneth "" Supreme "" McGriff was sentenced to 37 months by U . S . District Judge J . Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range .","Kenneth "" Supreme "" McGriff",1
360,It was the third time in four years that wildfires forced the park to close .,the third time in four years that wildfires forced the park to close,"For the third time in four years wildfires closed Mesa Verde National Park , the country ’ s only park dedicated to ancient ruins .",the third time in four years,0
361,It forecast 445 billion yen in loan - loss charges for the year ending next March .,445 billion yen in loan - loss charges for the year ending next March,The bank booked 820 billion yen in loan - loss charges compared with 1 . 9 trillion yen a year ago .,The bank,0
362,"He ' s ashamed of his party , and I don ' t blame him one bit . """,one bit,""" The other guy , he ' s ashamed of his party , and I don ' t blame him .",The other guy,1
363,ImClone Systems Inc . and Genentech Inc . led shares of U . S . biotechnology companies higher after medicines they are developing helped cancer patients in studies .,ImClone Systems Inc . and Genentech Inc .,ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients .,ImClone Systems and Genentech,1
364,"The camp hosts summer religious retreats for children and other events year - round , according to its Web site .",The camp,"The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round , according to its Web site .",The Saint Sophia Camp,1
365,"The new Mobile AMD Athlon 64 processors are numbered 3200 + , 3000 + and 2800 + .",The new Mobile AMD Athlon 64 processors,"The Mobile 3200 + , 3000 + and 2800 + cost $ 293 , $ 233 and $ 193 for a thousand units .","The Mobile 3200 + , 3000 + and 2800 +",0
366,"Hurricane Claudette moved toward the Texas coast on Tuesday and was expected to strengthen before making landfall later in the day , forecasters said .",Hurricane Claudette,The US National Hurricane Center said the hurricane was heading toward the Texas coast and could strengthen before it hits land later in the day .,The US National Hurricane Center,1
367,Ontario Premier Ernie Eves appointed a judge on Tuesday to hold an independent investigation into how the province has handled SARS .,Ontario Premier Ernie Eves,Ontario Premier Ernie Eves announced yesterday that a former judge would conduct an independent investigation of how the province and city handled SARS .,Ontario Premier Ernie Eves,1
368,"A total of 17 cases have been confirmed in the southern city of Basra , the Organization said .",the Organization,A total of 17 confirmed cases of cholera were reported yesterday by the World Health Organisation in the southern Iraqi city of Basra .,A total of 17 confirmed cases of cholera,1
369,"The King of Prussia - based company could liquidate the other two chains if it can not find a buyer by then , the company said .",the company,"The company , based in King of Prussia near Philadelphia , said it could liquidate the other two chains if it can not find a buyer for them .","The company , based in King of Prussia near Philadelphia ,",1
370,"After protesters rushed the stage and twice cut power to the microphone , Hedges drew the speech to an early close .",the speech,"After protesters rushed the stage and twice cut power to the microphone , Hedges cut his speech short .",his speech,1
371,"With 2 . 3 million members nationwide , the Episcopal Church is the U . S . branch of the 77 million - member global Anglican Communion .",the Episcopal Church,"The Episcopal Church , with 2 . 3 million members , is the U . S . branch of the 77 million - member Communion .","The Episcopal Church , with 2 . 3 million members ,",1
372,Drugs are up to 50 percent cheaper in Canada than the United States because of government price controls .,up to 50 percent,Brand - name drugs in Canada tend to be cheaper than in the United States because of government price controls and a favorable exchange rate .,name drugs in Canada,0
373,"The 3 rd Armored Cavalry Regiment is 5 , 200 strong and the largest combat unit at Fort Carson .",The 3 rd Armored Cavalry Regiment,"Broomhead , 34 , was assigned to the 2 nd Squadron , 3 rd Armored Cavalry Regiment .","Broomhead , 34 ,",0
374,"Washington , however , said more was needed to prevent complaints being filed in the first place .",the first place,"But the US insisted it wanted more done to prevent complaints being filed in the first place , preferably by repealing the entire law .",the US,0
375,"Siebel , whose fortunes soared with the tech boom , has cut nearly one - third of its workforce since the end of 2001 .","Siebel , whose fortunes soared with the tech boom ,","With the purge , Siebel will have cut 2 , 400 employees - or nearly one - third of its workforce - since the end of 2001 .",the purge,1
376,"The only other person who had not been accounted for Sunday was a man from Fort Worth , Texas .",The only other person who had not been accounted for Sunday,"Another person , a man from Fort Worth , Texas , also was missing .","Another person , a man from Fort Worth , Texas ,",1
377,His harsh criticism of PLO chairman Yasser Arafat led to his books being banned for a time by the Palestinian Authority .,His harsh criticism of PLO chairman Yasser Arafat,"His harsh criticism of the PLO ' s chairman , Yasser Arafat , saw the Palestinian Authority ban his books for a time .","His harsh criticism of the PLO ' s chairman , Yasser Arafat ,",1
378,"Last week , his lawyers asked Gov . Mark R . Warner to grant clemency , but the governor declined to intervene .",Last week,"Last week , his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing .",Last week,0
379,"A prosecutor says Dorchester County parents were responsible for the death of their a 6 - year - old autistic son , whose body was found in a pond near the family home .",A prosecutor,St George A prosecutor says a Dorchester County couple was responsible for the death of their 6 - year - old autistic son whose body was found in a pond near the family home .,St George,1
380,""" Our policies are well - known , and I ' m not aware of any changes in policy "" on Iran , Powell said .",Our policies,""" Our policies are well known and I ' m not aware of any changes , "" Secretary of State Colin Powell said Tuesday .",Secretary of State Colin Powell,1
381,His opinion contradicts one issued in 1992 by then - Attorney General Bob Stephan .,His opinion,Kline ' s legal opinion differs from the interpretation issued by former Attorney General Bob Stephan in 1992 .,Kline ' s legal opinion,1
382,""" It still remains to be seen whether the revenue recovery will be short - or long - lived , "" Sprayregen said .",the revenue recovery,""" It remains to be seen whether the revenue recovery will be short - or long - lived , "" said James Sprayregen , UAL bankruptcy attorney , in court .","James Sprayregen , UAL bankruptcy attorney ,",1
383,"The Smyrna Nissan plant was recently named the most productive automotive manufacturing site in North America , said Kisber .",The Smyrna Nissan plant,"Last week , a national study ranked Nissan ' s Smyrna plant the most productive in North America .",Last week,1
384,"Colorado Attorney - General Ken Salazar later said his office has also filed suit against Invesco , charging it with violations of the state ' s consumer protection act .",Colorado Attorney - General Ken Salazar,"Colorado Attorney General Ken Salazar also filed a lawsuit Tuesday against Invesco , accusing it of violating the state ' s Consumer Protection Act .",Colorado Attorney General Ken Salazar,1
385,"A fifth member of the "" Lackawanna Six , "" young Yemeni - American men accused of training at an al - Qaida terrorist camp , pleaded guilty Monday to supporting terrorism .","A fifth member of the "" Lackawanna Six , "" young Yemeni - American men accused of training at an al - Qaida terrorist camp ,",A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb pleaded guilty Monday to supporting terrorism .,A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb,1
386,"CAPPS II will not use bank records , records indicating creditworthiness or medical records . """,CAPPS II,"CAPPS II will not use bank records , credit records , or medical records , according to Loy and Kelly .",CAPPS II,1
387,Quattrone lawyer John W . Keker said his client is innocent .,Quattrone lawyer John W . Keker,"In a statement Monday , his lawyer John Keker said ` ` Frank Quattrone is innocent .",his lawyer John Keker,1
388,"The only other JI member to reveal similar information is Omar al Faruq , now held at a secret location by the United States .",The only other JI member to reveal similar information,"The only other JI member to reveal similar information is Omar al Faruq , now held by the United States at a secret location .",The only other JI member to reveal similar information,1
389,"Arguing that the case was an isolated example , Canada has threatened a trade backlash if Tokyo ' s ban is not justified on scientific grounds .",a trade backlash,"Canada which is a major meat exporter to Japan , has threatened a trade backlash if Tokyo ' s ban is not justified on scientific grounds .","Canada which is a major meat exporter to Japan ,",0
390,"Hundreds of soldiers took part in the early morning raid , an apparent signal to Hamas that Israel would not limit itself to airstrikes in Gaza .",Hundreds of soldiers,"Hundreds of soldiers were involved , an apparent signal to Hamas that Israel would not limit itself to air strikes in Gaza .",Hundreds of soldiers,1
391,July 18 : Hurlbert files a single count of felony sexual assault against Bryant .,a single count of felony sexual assault against Bryant,"Bryant , 24 , has been charged with felony sexual assault .","Bryant , 24 ,",0
392,"It was the first suicide attack in Israel since October 4 , when a bomber killed 23 people .","the first suicide attack in Israel since October 4 , when a bomber killed 23 people",The first Palestinian suicide attack in Israel killed eight people in April 1994 in the centre of Afula .,The first Palestinian suicide attack in Israel,0
393,Duque arrived with Foale and Kaleri but will return to Earth with Lu and Malenchenko .,Foale and Kaleri,Duque will return with Lu and Russia ' s Yuri Malenchenko when they leave the station next week .,Lu and Russia ' s Yuri Malenchenko,0
394,"Two weeks later on New Year ' s night , Nikia Shanell Kilpatrick was discovered bound and strangled in her apartment .",Nikia Shanell Kilpatrick,"On Jan . 1 , Nikia Shanell Kilpatrick , who was pregnant , was found bound and strangled in her apartment .","Nikia Shanell Kilpatrick , who was pregnant ,",0
395,The husband ' s family says he has since passed two lie detector tests .,The husband ' s family,"The Web site said Dr . Aronov had passed two lie detector tests , one administered by the police .",The Web site,0
396,"The cards are issued by Mexico ' s consulates to its citizens living abroad and show the date of birth , a current photograph and the address of the card holder .",The cards,"The card is issued by Mexico ' s consulates to its citizens living abroad and shows the date of birth , a current photograph and the address of the cardholder .",The card,1
397,Eric Gagne pitched a perfect ninth for his 23 rd save in as many opportunities .,Eric Gagne,Gagne struck out two in a perfect ninth inning for his 23 rd save .,a perfect ninth inning,1
398,"For legal purposes , J . P . Morgan and Citigroup neither admit nor deny the SEC charges under the settlements .",J . P . Morgan and Citigroup,The banks did not admit or deny the SEC charges under the settlements .,The banks,1
399,"Last year , there were shortages of shots for diphtheria - tetanus - whooping cough , measles - mumps - rubella , pneumococcal disease , tetanus and chicken pox nationally .",Last year,"In the past two years scientists say there have been vaccine shortages for diphtheria - tetanus - whooping cough , measles - mumps - rubella , pneumococcal disease , tetanus and chicken pox .",the past two years,1
400,It would be difficult to overestimate the potential dangers of the Remote Procedure Call ( RPC ) vulnerability .,the potential dangers of the Remote Procedure Call ( RPC ) vulnerability,"The flaw involves the Remote Procedure Call ( RPC ) protocol , which deals with inter - computer communications .",The flaw,0
401,"The soldiers , from the 3 rd Armored Cavalry , were hurt when their Humvee vehicle struck a mine in Hit .","The soldiers , from the 3 rd Armored Cavalry ,",The pipeline exploded only a few hours after two U . S . soldiers from the 3 rd Armored Cavalry were wounded when their Humvee vehicle detonated a land mine in the same area .,The pipeline,0
402,"Consolidated volume was heavy , with 2 . 17 billion shares traded , compared with 1 . 92 billion on Tuesday .",Consolidated volume,"Consolidated volume was moderate , with 1 . 91 billion shares traded on the New York Stock Exchange , compared to 1 . 5 billion Monday .",Consolidated volume,0
403,Three Southern politicians who ` ` stood up to ancient hatreds ' ' were honored Monday with Profile in Courage Awards from the John F . Kennedy Library and Museum .,Three Southern politicians who ` ` stood up to ancient hatreds ' ',Barnes is one of three politicians honored Monday by the John F . Kennedy Library and Museum with the Profile in Courage Award .,one of three politicians honored Monday by the John F . Kennedy Library and Museum with the Profile in Courage Award,0
404,"Shares of MONY were gaining $ 2 . 57 , or 9 % , to $ 31 . 90 in after - hours trading on Instinet .",Shares of MONY,MONY shares rose 8 . 76 per cent to $ 31 . 90 in after - hours trading in New York .,MONY shares,1
405,Mayor Mike Bloomberg weighs in former football star William ' The Refrigerator ' Perry for the 88 th annual Nathan ' s Famous Fourth of July Hot Dog Eating Contest .,Mayor Mike Bloomberg,Ex - Bears star William ' the Refrigerator ' Perry competes in the Nathan ' s Famous Fourth of July Hot Dog Eating Contest Friday .,Ex - Bears star William ' the Refrigerator ' Perry,1
406,"Aquila is short of cash , and Avon bondholders at one point feared it may default on interest payments .",Avon bondholders,Avon bondholders have no recourse to Midlands ' s assets and at one point feared Aquila would default on interest payments .,Avon bondholders,1
407,"The statewide unemployment rate fell to 6 . 4 percent , down from a revised 6 . 7 percent in August .",The statewide unemployment rate,"The unemployment rate in San Joaquin County dipped last month to 8 . 5 percent , down nearly a full percentage point from August .",The unemployment rate in San Joaquin County,0
408,"Wyeth estimates that 1 . 2 million women continue to take Prempro pills , down from about 3 . 4 million before the study was halted last summer .",1 . 2 million women,"Wyeth estimates that 1 , 2 million women are still taking Prempro pills , down from about 3 , 4 million before the WHI study was halted last year .","1 , 2 million women",1
409,An Associated Press report is included .,An Associated Press report,Material from the Associated Press supplemented this report .,Material from the Associated Press,1
410,"Negotiators talked with the boy for about an hour and a half , Bragdon said .",the boy,"Negotiators talked with the boy for more than an hour , and SWAT officers surrounded the classroom , Bragdon said .",SWAT officers,0
411,Cooley said he expects Muhammad will similarly be called as a witness at a pretrial hearing for Malvo .,a pretrial hearing for Malvo,Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad .,Lee Boyd Malvo,0
412,"His daughter , Nina Axelrod , told The Associated Press that he died in his sleep , apparently of heart failure .","His daughter , Nina Axelrod ,","Axelrod died in his sleep of heart failure , said his daughter , Nina Axelrod .","his daughter , Nina Axelrod",1
413,"In a letter sent to The Times and read to the Associated Press after his resignation , Blair blamed "" personal issues "" and apologized for his "" lapse of journalistic integrity . """,a letter sent to The Times and read to the Associated Press after his resignation,"In a letter sent to The New York Times after his resignation , Mr Blair blamed "" personal issues "" and apologised for his "" lapse of journalistic integrity "" .",Mr Blair,1
414,"America Online last quarter lost 846 , 000 dial - up subscribers .",America Online,"No wonder AOL lost 846 , 000 subscribers last quarter .",No wonder,0
415,"That fire devastated timber on the reservation , while charring 469 , 000 acres and destroying 491 homes in surrounding communities .",That fire,"That fire devastated the reservation , a nearby national forest and several communities , burning 469 , 000 acres and destroying 491 homes .",That fire,1
416,Micron has declared its first quarterly profit for three years .,its first quarterly profit for three years,Micron ' s numbers also marked the first quarterly profit in three years for the DRAM manufacturer .,Micron ' s numbers,1
417,"According to Sanmina - SCI , Newisys , based in Austin , Texas , will become a wholly - owned subsidiary .","SCI , Newisys , based in Austin , Texas ,","Newisys , an Austin , Texas , startup headed by former IBM and Dell execs , will become a wholly - owned subsidiary .","Newisys , an Austin , Texas , startup headed by former IBM and Dell execs ,",1
418,The appeals court judges were in sharp disagreement over what should be done when they ruled in February .,The appeals court judges,The appellate judges were in sharp disagreement when they ruled in February .,The appellate judges,1
419,"Oracle ' s offer "" undervalues the company and is not in the best interest of stockholders , "" PeopleSoft CEO Craig Conway said .",PeopleSoft CEO Craig Conway,""" Oracle ' s offer undervalues the company and is not in the best interest of PeopleSoft stockholders , "" said PeopleSoft President and CEO Craig Conway , in the statement .",PeopleSoft President and CEO Craig Conway,1
420,"Oracle shares were also higher , trading up 12 cents at $ 13 . 60 .",Oracle shares,Shares of Redwood Shores - based Oracle rose 14 cents to $ 13 . 62 .,Shares of Redwood Shores - based Oracle,1
421,Other recall suits are pending in federal court .,Other recall suits,There are three suits challenging the recall still pending in federal court .,three suits challenging the recall still pending in federal court,1
422,The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum .,The diocese,"In 2001 , the diocese reached a $ 15 million settlement involving five priests and 26 plaintiffs .",the diocese,1
423,"He listed LeapFrog Enterprises ' LF . N LeapPad books , Hasbro Inc . ' s HAS . N Beyblade starter set , and MGA Entertainment ' s Bratz doll line as toys that were stealing market share .","LeapFrog Enterprises ' LF . N LeapPad books , Hasbro Inc . ' s HAS . N Beyblade starter set , and MGA Entertainment ' s Bratz doll line as toys that were stealing market share","LeapFrog Enterprises ' LF . N LeapPad books , Hasbro Inc . ' s HAS . N Beyblade starter set , and MGA Entertainment ' s Bratz doll line all were stealing market share , he said .",LeapFrog Enterprises ' LF . N LeapPad books,1
424,""" We ' re a quiet , peaceful town of 862 people and nothing ever happens , "" said Carolyn Greene Bennett , Cedar Grove ' s town recorder .","Carolyn Greene Bennett , Cedar Grove ' s town recorder",""" We ' re a quiet , peaceful town of 862 people and nothing ever happens , "" Bennett said .","a quiet , peaceful town of 862 people",1
425,"She said six were from Douglas County , the southwestern Oregon county that includes Roseburg , and two were from the Portland area .","Douglas County , the southwestern Oregon county that includes Roseburg ,","Six were from Douglas County , which includes Roseburg , and two from the Portland area .",two from the Portland area,1
426,"He said McKevitt was "" the man who has the blood of innocent people on his hands "" .",""" the man who has the blood of innocent people on his hands ""","McKevitt is a terrorist , a man who has the blood of innocent people on his hands . ""","a terrorist , a man who has the blood of innocent people on his hands",1
427,"Michael Hill , a Sun reporter who is a member of the Washington - Baltimore Newspaper Guild ' s bargaining committee , estimated meetings to last late Sunday .","Michael Hill , a Sun reporter who is a member of the Washington - Baltimore Newspaper Guild ' s bargaining committee ,",""" We hope it ' s symbolic , "" said Michael Hill , a Sun reporter and member of the guild ' s bargaining committee .","Michael Hill , a Sun reporter and member of the guild ' s bargaining committee",0
428,""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Israeli Prime Minister Ariel Sharon said after Tuesday ' s meeting .",Israeli Prime Minister Ariel Sharon,""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Mr Sharon said .",Prime Minister Abbas,1
429,"Hewlett - Packard Co . HPQ . N , the No . 2 computer maker , rose 41 cents , or 2 . 4 percent , to $ 17 . 29 .","Hewlett - Packard Co . HPQ . N , the No . 2 computer maker ,","Hewlett - Packard Co . ( nyse : HPQ - news - people ) , the No . 2 computer maker , rose 41 cents , or 2 . 4 percent , to $ 17 . 29 .","Hewlett - Packard Co . ( nyse : HPQ - news - people ) , the No . 2 computer maker ,",1
430,"Yesterday ' s ruling is a great first step toward better coverage for poor Maine residents , he said , but there is more to be done .",Yesterday ' s ruling,"He said the court ' s ruling was a great first step toward better coverage for poor Maine residents , but that there was more to be done .",the court ' s ruling,1
431,And they ordered state troopers to prevent camera crews from filming Private Lynch outside her home .,state troopers,"They ordered state troopers to close the roads leading to her home after her motorcade passed , to prevent camera crews from pursuing her .",state troopers,0
432,Cordiant has been on the block since it lost the key Allied Domecq account in April .,the block,"Cordiant has been a target since it lost a crucial client , Allied Domeq , in April .","a crucial client , Allied Domeq ,",1
433,The Institute for Supply Management ' s manufacturing index dipped to 53 . 7 from 54 . 7 in August .,The Institute for Supply Management ' s manufacturing index,The Institute ' s national manufacturing barometer slipped to 53 . 7 in September from 54 . 7 in August .,The Institute ' s national manufacturing barometer,1
434,"Federal agents said yesterday they are investigating the theft of 1 , 200 pounds of an explosive chemical from construction companies in Colorado and California in the past week .",Federal agents,"Federal investigators are looking for possible connections between the theft of 1 , 100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .",Federal investigators,1
435,"The state will consider the police memorial after planning a World Trade Center Memorial , said Micah Rasmussen , a spokesman for Gov . James E . McGreevey .","Micah Rasmussen , a spokesman for Gov . James E . McGreevey","The state will consider the police memorial after planning is completed on another memorial to all the victims , said Micah Rasmussen , a spokesman for Gov . James E . McGreevey .","Micah Rasmussen , a spokesman for Gov . James E . McGreevey",1
436,"Crohn ' s disease causes inflammation of the intestine and symptoms include diarrhea , pain , weight loss and tiredness .",Crohn ' s disease,"Symptoms include chronic diarrhoea , abdominal pain , weight loss and extreme tiredness .","chronic diarrhoea , abdominal pain , weight loss and extreme tiredness",1
437,"At the Pentagon , the Department of Defense ' s Inspector General has separately been asked to investigate how the telecom licences were awarded .",the Department of Defense ' s Inspector General,But a source close to the Pentagon said the Defense Department ' s own inspector - general had been asked to investigate how the licences were awarded .,a source close to the Pentagon,1
438,""" Dan brings to Coca - Cola enormous experience in managing some of the world ' s largest and most familiar brands , "" Mr . Heyer said .",Mr . Heyer,"In a statement , Heyer said , "" Dan brings to Coca - Cola enormous experience in managing some of the world ' s largest and most familiar brands .",Cola enormous experience in managing some of the world ' s largest and most familiar brands,1
439,Seven of the nine Democratic presidential candidates were also scheduled to address the forum .,Seven of the nine Democratic presidential candidates,Seven of nine Democratic candidates for president also said they would participate in the conference Monday .,Seven of nine Democratic candidates for president,1
440,""" He said they were in distress , "" said Kingsville Police Chief Sam Granato .",Kingsville Police Chief Sam Granato,"We ' re asphyxiating , ' ' ' said Sam Granato , chief of the Kingsville police .","Sam Granato , chief of the Kingsville police",1
441,"The farmers market reopened Saturday ; at least 11 people remained hospitalized , three in critical condition .",The farmers market,"At least 11 people remained hospitalized Saturday , three of them in critical condition .",At least 11 people,0
442,""" This blackout was largely preventable , "" said Spencer Abraham , US energy secretary .","Spencer Abraham , US energy secretary",""" This blackout was largely preventable , "" Energy Secretary Spencer Abraham said at a press conference this afternoon .",Energy Secretary Spencer Abraham,1
443,These are real crimes that hurt a lot of people .,real crimes that hurt a lot of people,""" These are real crimes that disrupt the lives of real people , "" Smith said .",real crimes that disrupt the lives of real people,1
444,His hatred for these people had germinated from these discussions and helped cement his belief that violence was the panacea .,His hatred for these people,His hatred had germinated and cemented his belief that violence was the best panacea .,His hatred,1
445,"Last week , Prime Minister Atal Bihari Vajpayee ended an 18 - month chill in relations by ordering normalisation of diplomatic ties and restoration of air services with Pakistan .",Last week,"The move follows a recent proposal by Mr Vajpayee , whoended an 18 - month chill in relations by ordering normalisation of diplomatic links and restoration of air services with Pakistan .",The move,0
446,"The broader Standard & Poor ' s 500 Index < . SPX > gained 3 points , or 0 . 39 percent , at 924 .",The broader Standard & Poor ' s 500 Index < . SPX >,"The technology - laced Nasdaq Composite Index . IXIC rose 6 points , or 0 . 41 percent , to 1 , 498 .",The technology - laced Nasdaq Composite Index . IXIC,0
447,"Captain Robert Ramsey of the US 1 st Armoured Division said a truck had exploded outside the building about 11 am , and that one of the compound ' s outer walls had collapsed .",Captain Robert Ramsey of the US 1 st Armoured Division,Captain Robert Ramsey of US 1 St Armored Division said a truck had exploded outside the building at around 11 am .,Captain Robert Ramsey of US 1 St Armored Division,0
448,"Lewis , the WBC champion , can still fight June 21 at the Staples Center in Los Angeles against another opponent .","Lewis , the WBC champion ,","With Johnson ' s injury , the fight card at the Staples Center in Los Angeles is in question .",the fight card at the Staples Center in Los Angeles,0
449,The series will be known as the NASCAR Nextel Cup .,The series,Before that the division was known as the NASCAR Grand National Series .,the division,0
450,""" New Yorkers didn ' t embrace these units like they could have , "" said Matthew Daus , chairman of the commission .","Matthew Daus , chairman of the commission",""" New Yorkers didn ' t embrace these units like they could have , "" Matthew W . Daus , the commission ' s chairman , said yesterday .","Matthew W . Daus , the commission ' s chairman ,",1
451,"Both figures were below consensus expectations , but August sales were revised to a 1 . 2 percent increase from a previously reported 0 . 6 percent gain , fueling a dollar rally .",Both figures,"But August sales were revised to a 1 . 2 percent increase from a previously reported 0 . 6 percent gain , fuelling a dollar rally .",August sales,1
452,""" Right from the beginning , we didn ' t want to see anyone take a cut in pay .",the beginning,"But Mr . Crosby told The Associated Press : "" Right from the beginning , we didn ' t want to see anyone take a cut in pay .",Mr . Crosby,1
453,"Daughter Renee Jackson said she often made "" huge pots of , like , beans and rice with , like , meat and casseroles "" for the whole family .",Daughter Renee Jackson,"Their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .","Their biological daughter Renee Jackson , 29 ,",1
454,The state wanted every insurer doing business in California to turn over records of Holocaust - era insurance policies or risk losing its license to operate in the state .,The state,The state wanted any insurer doing business there to turn over records of Holocaust - era insurance policies or risk losing their license to do business in the state .,The state,1
455,"Andy Savage , who is representing Renee Britt , asked the jurors to "" give her a fair shake .","Andy Savage , who is representing Renee Britt ,","Andy Savage , who is representing Renee Britt , said she is undereducated and has some mental problems herself .","Andy Savage , who is representing Renee Britt ,",0
456,"The others were given copies of "" Dr . Atkins ' New Diet Revolution "" and told to follow it .",The others,"The researchers gave copies of "" Dr . Atkins ' New Diet Revolution "" to the carb - cutters .",The researchers,0
457,"The benchmark 10 - year note US10 YT = RR slipped 16 / 32 in price , sending its yield to 4 . 48 percent from 4 . 42 percent late on Thursday .",The benchmark 10 - year note US10 YT = RR,The yield on the 10 - year Treasury note rose to 4 . 46 % from 4 . 42 % late Thursday .,The yield on the 10 - year Treasury note,0
458,"The premium edition adds OfficeFront Page 2003 , Acceleration Server 2000 , and SQL Server 2000 .",The premium edition,"The premium edition adds ISA Server , SQL Server and a specialized edition of BizTalk 2004 .",The premium edition,0
459,The Federal Open Market Committee meeting gets under way on Tuesday with a monetary policy decision due on Wednesday .,The Federal Open Market Committee meeting,The Federal Open Market Committee will end its two - day policy - setting meeting and announce its decision on Wednesday .,The Federal Open Market Committee,1
460,This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne .,This Palm OS smart phone,This was almost certainly its last full quarter before the company becomes a part of Palm .,its last full quarter,0
