,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
400,"In 1867 , Nobel obtained a patent on a special type of nitroglycerine , which he called "" dynamite "" . The invention quickly proved its usefulness in building and construction in many countries .","In 1867 , Nobel obtained 그가 ""다이너마이트""라고 부르는 특수 유형의 니트로글리세린에 대한 특허 이 발명품은 많은 국가에서 건축 및 건축 분야에서 그 유용성이 빠르게 입증되었습니다 .","a patent on a special type of nitroglycerine , which he called "" dynamite "" . The invention quickly proved its usefulness in building and construction in many countries","그가 ""다이너마이트""라고 부르는 특수 유형의 니트로글리세린에 대한 특허 이 발명품은 많은 국가에서 건축 및 건축 분야에서 그 유용성이 빠르게 입증되었습니다",Alfred Nobel is the inventor of dynamite .,알프레드 노벨 is the inventor of dynamite .,Alfred Nobel,알프레드 노벨,0
401,Romano Prodi will meet the US President George Bush in his capacity as president of the European commission .,로마노 프로디 will meet the US President George Bush in his capacity as president of the European commission .,Romano Prodi,로마노 프로디,Romani Prodi is the US President .,프로디 로마스 is the US President .,Romani Prodi,프로디 로마스,1
402,"Accardo founded the Settimane Musicali Internazionali in Naples and the Cremona String Festival in 1971 , and in 1996 , he re - founded the Orchestra da Camera Italiana ( O . C . I . ) , whose members are the best pupils of the Walter Stauffer Academy .","Accardo founded the Settimane Musicali Internazionali in Naples and 1971년 크레모나 스트링 페스티벌 , and in 1996 , he re - founded the Orchestra da Camera Italiana ( O . C . I . ) , whose members are the best pupils of the Walter Stauffer Academy .",the Cremona String Festival in 1971,1971년 크레모나 스트링 페스티벌,Accardo was a member of the Walter Stauffer Academy .,Accardo was 월터 스타우퍼 아카데미 회원 .,a member of the Walter Stauffer Academy,월터 스타우퍼 아카데미 회원,1
403,"September 26 - Trial against former Italian Prime Minister Giulio Andreotti , accused of Mafia connections , begins .","September 26 - Trial against 줄리오 안드레오티 전 이탈리아 총리 , accused of Mafia connections , begins .",former Italian Prime Minister Giulio Andreotti,줄리오 안드레오티 전 이탈리아 총리,Andreotti collaborates with the Mafia .,Andreotti collaborates with 마피아 .,the Mafia,마피아,1
404,"JOHANNESBURG : Organizers of a peace conference that was to have been attended by five Nobel laureates in Johannesburg this week said Tuesday that they had canceled it after the South African government denied a visa to the Dalai Lama . Two of South Africa ' s Nobel Peace Prize laureates , the retired Anglican archbishop Desmond Tutu and former President F . W . de Klerk , condemned the government for giving in to pressure from China to block the Tibetan spiritual leader ' s entry into the country and said they would refuse to participate in the conference if he was not there . The executive director of the Norwegian Nobel Committee , Geir Lundestad , also said he would stay away .","JOHANNESBURG : 이번 주 요하네스버그에서 5명의 노벨상 수상자들이 참석하기로 한 평화 회의의 조직자들 said Tuesday that they had canceled it after the South African government denied a visa to the Dalai Lama . Two of South Africa ' s Nobel Peace Prize laureates , the retired Anglican archbishop Desmond Tutu and former President F . W . de Klerk , condemned the government for giving in to pressure from China to block the Tibetan spiritual leader ' s entry into the country and said they would refuse to participate in the conference if he was not there . The executive director of the Norwegian Nobel Committee , Geir Lundestad , also said he would stay away .",Organizers of a peace conference that was to have been attended by five Nobel laureates in Johannesburg this week,이번 주 요하네스버그에서 5명의 노벨상 수상자들이 참석하기로 한 평화 회의의 조직자들,"The Peace Conference in South Africa has been canceled , giving support to the Dalai Lama .","남아프리카 평화 회의 has been canceled , giving support to the Dalai Lama .",The Peace Conference in South Africa,남아프리카 평화 회의,0
405,"A recent study offers sound medical proof that ACE inhibitors , like beta - blockers and aspirin , can improve a patient ' s odds of surviving a heart attack .","최근 연구 offers sound medical proof that ACE inhibitors , like beta - blockers and aspirin , can improve a patient ' s odds of surviving a heart attack .",A recent study,최근 연구,People experienced adverse effects while taking aspirin .,People experienced 부작용 while taking aspirin .,adverse effects,부작용,1
406,"Traditionally , 60 percent of the tickets sold for a stop on the Vans Warped Tour , for example , occur six days prior to the show .","Traditionally , Vans Warped Tour 티켓의 60%는 예를 들어 occur six days prior to the show .","60 percent of the tickets sold for a stop on the Vans Warped Tour , for example ,",Vans Warped Tour 티켓의 60%는 예를 들어,Most tours only sell 60 percent of the tickets .,대부분의 투어 only sell 60 percent of the tickets .,Most tours,대부분의 투어,1
407,"According to Naeye , the newfangled telescopes will be able to peer so far back in space and , thus , time that they "" will see the first galaxies assembling a few hundred million years after the Big Bang . ""","According to Naeye , 최신식 망원경 will be able to peer so far back in space and , thus , time that they "" will see the first galaxies assembling a few hundred million years after the Big Bang . """,the newfangled telescopes,최신식 망원경,The Big Bang is the primordial explosion from which the universe was created .,빅뱅 is the primordial explosion from which the universe was created .,The Big Bang,빅뱅,1
408,"With $ 549 million in cash as of June 30 , Google can easily afford to make amends .","With 6월 30일 기준 현금 5억 4900만 달러 , Google can easily afford to make amends .",$ 549 million in cash as of June 30,6월 30일 기준 현금 5억 4900만 달러,Some 30 million shares have been assigned to the company ' s workers .,약 3천만주 have been assigned to the company ' s workers .,Some 30 million shares,약 3천만주,1
409,"The President George Bush administration , on Friday , ordered the sale of 30 million barrels of crude oil from the government ' s emergency stockpile to halt runaway oil prices triggered by Hurricane Katrina .","조지 부시 대통령 행정부 , on Friday , ordered the sale of 30 million barrels of crude oil from the government ' s emergency stockpile to halt runaway oil prices triggered by Hurricane Katrina .",The President George Bush administration,조지 부시 대통령 행정부,European nations were considering releasing oil reserves to help the United States after Hurricane Katrina .,유럽 국가 were considering releasing oil reserves to help the United States after Hurricane Katrina .,European nations,유럽 국가,1
410,"King Tut Tomb Fetuses May Reveal Pharaoh ' s Mother - Egypt Mummies Moved for DNA Tests ; Pharaoh Among Them ? - March 30 , 2009 — Researchers may have finally come face - to - face with the real — and wrinkled — Nefertiti , thanks to sophisticated CT scanning technology . A carefully carved limestone face in the inner core of the Egyptian queen ' s famous bust ( above , right ) has emerged in new images , a new study says . The object , currently on display in Berlin ' s Altes Museum , was discovered in 1912 during an excavation of the studio of Egyptian royal sculptor Thutmose . The artist had sculpted Nefertiti — wife of Pharaoh Akhenaten — more than 3 , 300 years ago .","King Tut Tomb Fetuses May Reveal Pharaoh ' s Mother - Egypt Mummies Moved for DNA Tests ; Pharaoh Among Them ? - March 30 , 2009 — Researchers may have finally come face - to - face with the real — and wrinkled — Nefertiti , thanks to sophisticated CT scanning technology . A carefully carved limestone face in the inner core of the Egyptian queen ' s famous bust ( above , right ) has emerged in new images , 새로운 연구에 따르면  그 물체 , currently on display in Berlin ' s Altes Museum , was discovered in 1912 during an excavation of the studio of Egyptian royal sculptor Thutmose . The artist had sculpted Nefertiti — wife of Pharaoh Akhenaten — more than 3 , 300 years ago .",a new study says . The object,새로운 연구에 따르면  그 물체,Nefertiti was the stepmother of King Tutankhamen .,Nefertiti was 투탕카멘 왕의 계모 .,the stepmother of King Tutankhamen,투탕카멘 왕의 계모,1
411,Leftist guerrillas early Tuesday attacked a residential neighborhood in northern San Salvador where many government and military leaders have their homes .,좌파 게릴라 early Tuesday attacked a residential neighborhood in northern San Salvador where many government and military leaders have their homes .,Leftist guerrillas,좌파 게릴라,Guerrillas attacked government buildings .,Guerrillas attacked 정부 건물 .,government buildings,정부 건물,1
412,"Qin Shi Huang , personal name Zheng , was king of the Chinese State of Qin from 247 BCE to 221 BCE , and then the first emperor of a unified China from 221 BCE to 210 BCE , ruling under the name First Emperor .","진시황(秦始皇), 본명 정(鄭) was king of the Chinese State of Qin from 247 BCE to 221 BCE , and then the first emperor of a unified China from 221 BCE to 210 BCE , ruling under the name First Emperor .","Qin Shi Huang , personal name Zheng ,","진시황(秦始皇), 본명 정(鄭)",Qin Shi Huang was the first China Emperor .,진시황 was the first China Emperor .,Qin Shi Huang,진시황,0
413,"The community will include every state in South America with the exception of French Guiana , itself a territory of France . Bolivia , Colombia , Ecuador , Peru , and Venezuela join SACN from the Andean Community , a trade bloc established in 1969 . From the more recent ( 1991 ) Mercosur comes Argentina , Brazil , Paraguay , and Uruguay . Guyana , Suriname , two small northeastern countries which had previously not participated in a South American trade bloc , will not immediately join the community . Chile will additionally join ; it has , however , been cautious .","커뮤니티 will include every state in South America with the exception of French Guiana , itself a territory of France . Bolivia , Colombia , Ecuador , Peru , and Venezuela join SACN from the Andean Community , a trade bloc established in 1969 . From the more recent ( 1991 ) Mercosur comes Argentina , Brazil , Paraguay , and Uruguay . Guyana , Suriname , two small northeastern countries which had previously not participated in a South American trade bloc , will not immediately join the community . Chile will additionally join ; it has , however , been cautious .",The community,커뮤니티,Ecuador is situated in South America .,Ecuador is situated in 남아메리카 .,South America,남아메리카,0
414,"Those teens who are gay , lesbian or confused about their sexuality are also more likely to attempt suicide .","게이, 레즈비언이거나 자신의 섹슈얼리티에 대해 혼란스러워하는 십대들 are also more likely to attempt suicide .","Those teens who are gay , lesbian or confused about their sexuality","게이, 레즈비언이거나 자신의 섹슈얼리티에 대해 혼란스러워하는 십대들",Teens who are depressed are much more at risk of attempting suicide than other teens .,우울한 십대 are much more at risk of attempting suicide than other teens .,Teens who are depressed,우울한 십대,1
415,"According to reports , a man protesting the G20 Summit in London , England has died after collapsing at a protester camp . Sky News says the man collapsed on the street inside a camp close to the Bank of England and when found he was still breathing , but efforts by paramedics to rescue him failed and he was pronounced dead at an area hospital . The name of the person and cause of death are not yet known , but several people were injured earlier in the day . It is also reported by Sky News that people threw bottles at him and authorities when they were taking him to a waiting ambulance .","According to reports , 영국 런던에서 열린 G20 정상회의에 항의하는 남성 has died after collapsing at a protester camp . Sky News says the man collapsed on the street inside a camp close to the Bank of England and when found he was still breathing , but efforts by paramedics to rescue him failed and he was pronounced dead at an area hospital . The name of the person and cause of death are not yet known , but several people were injured earlier in the day . It is also reported by Sky News that people threw bottles at him and authorities when they were taking him to a waiting ambulance .","a man protesting the G20 Summit in London , England",영국 런던에서 열린 G20 정상회의에 항의하는 남성,Sky News offices are close to the Bank of England .,스카이 뉴스 사무실 are close to the Bank of England .,Sky News offices,스카이 뉴스 사무실,1
416,"Vera Beers , of Olivet , recently was named employee of the month at Standard Printing in Marshall .","올리벳의 베라 비어스, recently was named employee of the month at Standard Printing in Marshall .","Vera Beers , of Olivet ,","올리벳의 베라 비어스,",Vera Beers works for Olivet .,베라 비어스 works for Olivet .,Vera Beers,베라 비어스,1
417,"The longest mission to Salyut 7 was also a record - breaker , lasting 237 days ( nearly eight months ) in space .","Salyut 7에 대한 가장 긴 임무 was also a record - breaker , lasting 237 days ( nearly eight months ) in space .",The longest mission to Salyut 7,Salyut 7에 대한 가장 긴 임무,237 days is the record for the longest stay in space by a human .,237 days is 인간의 우주 최장 체류 기록 .,the record for the longest stay in space by a human,인간의 우주 최장 체류 기록,1
418,"There can be no doubt that the Administration already is weary of Aristide , a populist Roman Catholic priest who in December , 1990 , won an overwhelming victory in Haiti ' s only democratic presidential election","There can be no doubt that 행정부 already is weary of Aristide , a populist Roman Catholic priest who in December , 1990 , won an overwhelming victory in Haiti ' s only democratic presidential election",the Administration,행정부,Aristide became president of Haiti in 1990 .,Aristide became 아이티 대통령 in 1990 .,president of Haiti,아이티 대통령,0
419,"One economic study will not be the basis of Canada ' s public policy decisions , but Easton ' s research does conclusively show that there are economic benefits in the legalization of marijuana .","하나의 경제 연구 will not be the basis of Canada ' s public policy decisions , but Easton ' s research does conclusively show that there are economic benefits in the legalization of marijuana .",One economic study,하나의 경제 연구,Drug legalization has benefits .,마약 합법화 has benefits .,Drug legalization,마약 합법화,0
420,"We learn that Claretta Petacci , Mussolini ' s last mistress , had a tendency to whine and to lie all day in bed , eating chocolate .","We learn that 무솔리니의 마지막 정부 클라레타 페타치, had a tendency to whine and to lie all day in bed , eating chocolate .","Claretta Petacci , Mussolini ' s last mistress ,","무솔리니의 마지막 정부 클라레타 페타치,",Claretta Petacci was Mussolini ' s last mistress .,클라레타 페타치 was Mussolini ' s last mistress .,Claretta Petacci,클라레타 페타치,0
421,"Tony Shalhoub won best actor in a comedy for "" Monk "" , and James Spader won best actor in a drama for "" Boston Legal . ""","토니 샬호브 won best actor in a comedy for "" Monk "" , and James Spader won best actor in a drama for "" Boston Legal . """,Tony Shalhoub,토니 샬호브,"James Spader won best actor for "" Boston Legal . ""","제임스 스페이더 won best actor for "" Boston Legal . """,James Spader,제임스 스페이더,0
422,"Switzerland has ratified bilateral agreements with the members of the European Union in March 2004 , but the new members ( Cyprus , Czech Republic , Estonia , Hungary , Latvia , Lithuania , Malta , Poland , Slovakia and Slovenia ) were not included in the deal .","Switzerland has ratified bilateral agreements with the members of the European Union in March 2004 , but 신규 회원국(키프로스, 체코, 에스토니아, 헝가리, 라트비아, 리투아니아, 몰타, 폴란드, 슬로바키아 및 슬로베니아) were not included in the deal .","the new members ( Cyprus , Czech Republic , Estonia , Hungary , Latvia , Lithuania , Malta , Poland , Slovakia and Slovenia )","신규 회원국(키프로스, 체코, 에스토니아, 헝가리, 라트비아, 리투아니아, 몰타, 폴란드, 슬로바키아 및 슬로베니아)","Lithuania intends to introduce the use of the Euro as an official currency on January 1 , 2007 .","Lithuania intends to introduce 유로를 공식 통화로 사용 on January 1 , 2007 .",the use of the Euro as an official currency,유로를 공식 통화로 사용,1
423,"ECB spokeswoman , Regina Schueller , declined to comment on a report in Italy ' s la Repubblica newspaper that the ECB council will discuss Mr . Fazio ' s role in the takeover fight at its Sept . 15 meeting .","ECB 대변인 Regina Schueller, declined to comment on a report in Italy ' s la Repubblica newspaper that the ECB council will discuss Mr . Fazio ' s role in the takeover fight at its Sept . 15 meeting .","ECB spokeswoman , Regina Schueller ,","ECB 대변인 Regina Schueller,",The ECB council meets on Sept . 15 .,ECB 위원회 meets on Sept . 15 .,The ECB council,ECB 위원회,0
424,"That request is at odds with the law signed early yesterday , by Bush , directing the federal courts to consider the case de novo without taking into account the state court ' s findings .","그 요청 is at odds with the law signed early yesterday , by Bush , directing the federal courts to consider the case de novo without taking into account the state court ' s findings .",That request,그 요청,Bush pushed the issue to federal courts .,Bush pushed 문제 to federal courts .,the issue,문제,0
425,"Climatologists believe artificially induced climate change is the reason Australia is destined for the warmest year on record . Temperatures so far this year have averaged one degree above the 30 - year average , the Bureau of Meteorology ( BOM ) told the Greenhouse 2005 - Action in Climate Change Conference being held in Melbourne this week . The head of the National Climate Centre , Michael Coughlan , says Australia has had the warmest ever first 10 months of 2005 , and seems likely to be a record - breaking year .","Climatologists believe artificially induced climate change is the reason Australia is destined for the warmest year on record . Temperatures so far this year have averaged one degree above the 30 - year average , the Bureau of Meteorology ( BOM ) told the Greenhouse 2005 - Action in Climate Change Conference being held in Melbourne this week . 국립 기후 센터의 책임자인 Michael Coughlan은 says Australia has had the warmest ever first 10 months of 2005 , and seems likely to be a record - breaking year .","The head of the National Climate Centre , Michael Coughlan ,",국립 기후 센터의 책임자인 Michael Coughlan은,Bad weather creates problems .,나쁜 날씨 creates problems .,Bad weather,나쁜 날씨,1
426,"For women who are HIV negative or who do not know their HIV status , breastfeeding should be protected , promoted and supported for six months .","For HIV 음성이거나 자신의 HIV 상태를 모르는 여성 , breastfeeding should be protected , promoted and supported for six months .",women who are HIV negative or who do not know their HIV status,HIV 음성이거나 자신의 HIV 상태를 모르는 여성,"For HIV - positive mothers , the decision about whether or not to breastfeed a child can be difficult .","For HIV - 양성 어머니 , the decision about whether or not to breastfeed a child can be difficult .",HIV - positive mothers,HIV - 양성 어머니,1
427,"The Socialist Party was formerly part of the Labour Party , which has ruled the United Kingdom since 1997 and remains a member of the Socialist International . On the bus , Saunders and some of his cohorts — they occasionally , especially the older members , address each other as "" comrade "" — explains their view on how the split with Labour came about . As the Third Way became the dominant voice in the Labour Party , culminating with the replacement of Neil Kinnock with Tony Blair as party leader , the Socialist cadre became increasingly disaffected . "" There used to be democratic structures , political meetings "" within the party , they say . The branch meetings still exist but "" now , they passed a resolution calling for renationalisation of the railways , and they [ the party leadership ] just ignored it . "" They claim that the disaffection with New Labour has caused the party to lose "" half its membership "" and that people are seeking alternatives .","사회당 was formerly part of the Labour Party , which has ruled the United Kingdom since 1997 and remains a member of the Socialist International . On the bus , Saunders and some of his cohorts — they occasionally , especially the older members , address each other as "" comrade "" — explains their view on how the split with Labour came about . As the Third Way became the dominant voice in the Labour Party , culminating with the replacement of Neil Kinnock with Tony Blair as party leader , the Socialist cadre became increasingly disaffected . "" There used to be democratic structures , political meetings "" within the party , they say . The branch meetings still exist but "" now , they passed a resolution calling for renationalisation of the railways , and they [ the party leadership ] just ignored it . "" They claim that the disaffection with New Labour has caused the party to lose "" half its membership "" and that people are seeking alternatives .",The Socialist Party,사회당,The Socialist Party was founded in the United Kingdom .,사회당 was founded in the United Kingdom .,The Socialist Party,사회당,1
428,"Miles of Australia ' s most pristine coastline have been declared a disaster zone following a large oil spill from a storm - damaged cargo ship . At least 60 kilometres of Queensland ' s southeastern shore were contaminated when at least 42 tonnes of oil spilled into the ocean from MV Pacific Adventurer on Wednesday night . The ship , which had sailed into cyclonic weather , lost 31 containers aboard , one of which pierced the ship ' s hull and a fuel tank . Anna Bligh , the Queensland premier , has declared Moreton Island , Bribie Island and southern parts of the Sunshine Coast disaster zones .","호주에서 가장 깨끗한 해안선의 마일 have been declared a disaster zone following a large oil spill from a storm - damaged cargo ship . At least 60 kilometres of Queensland ' s southeastern shore were contaminated when at least 42 tonnes of oil spilled into the ocean from MV Pacific Adventurer on Wednesday night . The ship , which had sailed into cyclonic weather , lost 31 containers aboard , one of which pierced the ship ' s hull and a fuel tank . Anna Bligh , the Queensland premier , has declared Moreton Island , Bribie Island and southern parts of the Sunshine Coast disaster zones .",Miles of Australia ' s most pristine coastline,호주에서 가장 깨끗한 해안선의 마일,"MV Pacific Adventurer has lost oil in the area of Moreton Island , Bribie Island and southern parts of the Sunshine Coast .","MV 퍼시픽 어드벤처러 has lost oil in the area of Moreton Island , Bribie Island and southern parts of the Sunshine Coast .",MV Pacific Adventurer,MV 퍼시픽 어드벤처러,0
429,"In an interview with the Sci Fi Wire , Robert Shaye , co - chairman of New Line and executive producer of The Lord of the Rings , said that New Line does not want to do any films , including The Hobbit , with Mr Jackson in the future . "" I do not want to make a movie with somebody who is suing me . It will never happen during my watch . "" "" I don ' t care about Peter Jackson anymore . He wants to have another $ 100 million or $ 50 million , whatever he ' s suing us for , "" Mr Shaye said .","In an interview with the Sci Fi Wire , Robert Shaye , co - chairman of New Line and executive producer of The Lord of the Rings , said that New Line does not want to do any films , including The Hobbit , with Mr Jackson in the future . "" I do not want to make a movie with somebody who is suing me . It will never happen during my watch . "" "" I don ' t care about Peter Jackson anymore . He wants to have another $ 100 million or $ 50 million , whatever he ' s suing us for , "" 미스터 셰이 said .",Mr Shaye,미스터 셰이,New Line wants to work with Peter Jackson .,새 줄 wants to work with Peter Jackson .,New Line,새 줄,1
430,The Southeast Asian ministers gather in Laos for their regional meeting .,동남아 장관들 gather in Laos for their regional meeting .,The Southeast Asian ministers,동남아 장관들,Southeast Asian ministers ' meeting is held in Laos .,동남아시아 장관 회의 is held in Laos .,Southeast Asian ministers ' meeting,동남아시아 장관 회의,0
431,"Valero Energy Corp . , on Monday , said it found "" extensive "" additional damage at its 250 , 000 - barrel - per - day Port Arthur refinery .","발레로 에너지 공사 , on Monday , said it found "" extensive "" additional damage at its 250 , 000 - barrel - per - day Port Arthur refinery .",Valero Energy Corp .,발레로 에너지 공사,"Valero Energy Corp . produces 250 , 000 barrels per day .","발레로 에너지 공사 produces 250 , 000 barrels per day .",Valero Energy Corp .,발레로 에너지 공사,0
432,Kohl participated in the late stage of WWII as a teenage soldier . He joined the Christian - Democratic Union ( CDU ) in 1947 .,Kohl participated in 말기 of WWII as a teenage soldier . He joined the Christian - Democratic Union ( CDU ) in 1947 .,the late stage,말기,The name of Helmut Kohl ' s political party is the Christian Democratic Union .,헬무트 콜의 정당 이름 is the Christian Democratic Union .,The name of Helmut Kohl ' s political party,헬무트 콜의 정당 이름,0
433,"The experiment helped establish that the bacteria came first , causing inflammation , then ulcers .","실험 helped establish that the bacteria came first , causing inflammation , then ulcers .",The experiment,실험,Inflammation is the result of ulcers .,Inflammation is 궤양의 결과 .,the result of ulcers,궤양의 결과,1
434,"Protesters , many from organized pro - government groups but including many ordinary citizens , carried anti - American banners and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .","많은 일반 시민들을 포함하여 조직된 친정부 단체 출신의 시위자들, carried anti - American banners and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .","Protesters , many from organized pro - government groups but including many ordinary citizens ,","많은 일반 시민들을 포함하여 조직된 친정부 단체 출신의 시위자들,",Protesters confiscated anti - American banners and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .,Protesters confiscated 안티 - 미국 배너 and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .,anti - American banners,안티 - 미국 배너,1
435,"As parties adapt to these new conditions , new definitions - replete with new assumptions about their functions - are likely to shape the ongoing debate about their roles and functions in the 21 st century .","As parties adapt to these new conditions , 새로운 정의 - 기능에 대한 새로운 가정으로 가득 차 있음 - are likely to shape the ongoing debate about their roles and functions in the 21 st century .",new definitions - replete with new assumptions about their functions -,새로운 정의 - 기능에 대한 새로운 가정으로 가득 차 있음 -,Several new political parties emerged .,여러 새로운 정당 emerged .,Several new political parties,여러 새로운 정당,1
436,"Two portraits , one by Reynolds , the other by Gainsborough , since 1990 among the most looked - after works in the Art Loss Register database , were recovered this week when they were brought into Sotheby ' s for evaluation . Also a lithograph by Norwegian artist Edvard Munch , stolen from an Oslo art gallery in April , has been recovered , news reports said today .","Two portraits , one by Reynolds , the other by Gainsborough , since 1990 among the most looked - after works in the Art Loss Register database , were recovered this week when they were brought into Sotheby ' s for evaluation . Also a lithograph by Norwegian artist Edvard Munch , stolen from an Oslo art gallery in April , has been recovered , 뉴스 보도 said today .",news reports,뉴스 보도,These two portraits and a lithography by Edvard Munch were recovered using the Art Loss Register database .,이 두 초상화와 Edvard Munch의 석판 인쇄 were recovered using the Art Loss Register database .,These two portraits and a lithography by Edvard Munch,이 두 초상화와 Edvard Munch의 석판 인쇄,1
437,"Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada ' s Inuit see it in disappearing Arctic ice and permafrost .","기후 변화 is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada ' s Inuit see it in disappearing Arctic ice and permafrost .",Climate change,기후 변화,Greenhouse effect changes global climate .,온실 효과 changes global climate .,Greenhouse effect,온실 효과,1
438,"The bet , which won him dinner for four , was regarding the existence and mass of the top quark , an elementary particle discovered in 1995 .","그에게 4인용 저녁 식사를 가져다준 내기는 was regarding the existence and mass of the top quark , an elementary particle discovered in 1995 .","The bet , which won him dinner for four ,",그에게 4인용 저녁 식사를 가져다준 내기는,The Top Quark is the last of six flavors of quarks predicted by the standard model theory of particle physics .,탑 쿼크 is the last of six flavors of quarks predicted by the standard model theory of particle physics .,The Top Quark,탑 쿼크,1
439,"On October 1 2001 , EU and other countries introduced the option for domestic animal owners to apply for Pet passports under the Pets Travel Scheme ( PETS for short ) , for pets returning from abroad to the United Kingdom . This replaced the old system of 6 months compulsory quarantine for all domestic pets .","On October 1 2001 , EU 및 기타 국가 introduced the option for domestic animal owners to apply for Pet passports under the Pets Travel Scheme ( PETS for short ) , for pets returning from abroad to the United Kingdom . This replaced the old system of 6 months compulsory quarantine for all domestic pets .",EU and other countries,EU 및 기타 국가,"In 2001 , the EU introduced a passport for pets .","In 2001 , 미국 introduced a passport for pets .",the EU,미국,0
440,"Mr Lopez Obrador has alleged electoral fraud cost him the presidency , despite a recount confirming Felipe Calderon as Mexico ' s president - elect .","미스터 로페즈 오브라도르 has alleged electoral fraud cost him the presidency , despite a recount confirming Felipe Calderon as Mexico ' s president - elect .",Mr Lopez Obrador,미스터 로페즈 오브라도르,Felipe Calderon won the presidential election of Mexico .,펠리페 칼데론 won the presidential election of Mexico .,Felipe Calderon,펠리페 칼데론,0
441,"CNET reporter James Kim has been found dead in the southwestern Oregon wilderness after getting lost with his family on November 25 . Kim , 35 , was found at 12 : 00 noon Wednesday , half a mile away from the Rogue River . His wife Kati Kim , 30 - years - old , and her two young children were found alive on December 4 after they waved an umbrella to a private helicopter . Kati and her two children were airlifted out of the area and transferred by ambulance to Three Rivers Community Hospital in Grants Pass . Kati suffered frostbite on two toes , but it is expected that she will be in good condition .","씨넷 김제임 기자 has been found dead in the southwestern Oregon wilderness after getting lost with his family on November 25 . Kim , 35 , was found at 12 : 00 noon Wednesday , half a mile away from the Rogue River . His wife Kati Kim , 30 - years - old , and her two young children were found alive on December 4 after they waved an umbrella to a private helicopter . Kati and her two children were airlifted out of the area and transferred by ambulance to Three Rivers Community Hospital in Grants Pass . Kati suffered frostbite on two toes , but it is expected that she will be in good condition .",CNET reporter James Kim,씨넷 김제임 기자,James Kim worked for CNET .,김제임스 worked for CNET .,James Kim,김제임스,0
442,"Reagan was seriously wounded by a bullet fired by John Hinckley Jr . in an attempted assassination on March 30 , 1981 .",Reagan was seriously wounded by John Hinckley Jr가 발사한 총알 1981년 3월 30일 암살 시도에서 .,"a bullet fired by John Hinckley Jr . in an attempted assassination on March 30 , 1981",John Hinckley Jr가 발사한 총알 1981년 3월 30일 암살 시도에서,"Reagan almost died on March 30 , 1981 , when would - be assassin John W . Hinckley Jr . shot him .","Reagan almost died on March 30 , 1981 , when would - be 암살자 존 W 힝클리 주니어 그를 쏴라 .",assassin John W . Hinckley Jr . shot him,암살자 존 W 힝클리 주니어 그를 쏴라,0
443,Baghdad had announced that it will stop cooperating with UNSCOM completely but indicated that it will not ask for their departure .,Baghdad had announced that it will stop cooperating with UNSCOM completely but indicated that it will not ask for 그들의 출발 .,their departure,그들의 출발,"Baghdad will end it ' s cooperation with UNSCOM , and wants them to leave .","Baghdad will end 그것은 UNSCOM과의 협력입니다 , and wants them to leave .",it ' s cooperation with UNSCOM,그것은 UNSCOM과의 협력입니다,1
444,It would force countries in the region to choose between the United States and Japan - - or maybe between Japan and China . And it would collapse whatever promise the newly born Asia Pacific Economic Cooperation ( APEC ) holds as a vehicle to assure American commercial access to the booming Pacific markets . To risk all of this in the name of a flawed concept is foolish . This is not to deny the Administration ' s understandable frustration with a persistently huge Japanese trade surplus .,It would force 지역 내 국가 to choose between the United States and Japan - - or maybe between Japan and China . And it would collapse whatever promise the newly born Asia Pacific Economic Cooperation ( APEC ) holds as a vehicle to assure American commercial access to the booming Pacific markets . To risk all of this in the name of a flawed concept is foolish . This is not to deny the Administration ' s understandable frustration with a persistently huge Japanese trade surplus .,countries in the region,지역 내 국가,APEC is the newly born Asia Pacific Economic Cooperation .,APEC is 새롭게 태어난 아시아 태평양 경제 협력체 .,the newly born Asia Pacific Economic Cooperation,새롭게 태어난 아시아 태평양 경제 협력체,0
445,"Around this time , White decided that he would not accept any more prizes for his work . He declined both the $ 10 , 000 Britannia Award and another Miles Franklin Award .","Around 이 시간 , White decided that he would not accept any more prizes for his work . He declined both the $ 10 , 000 Britannia Award and another Miles Franklin Award .",this time,이 시간,"White got the $ 10 , 000 Britannia Award .","White got $10,000 브리타니아 상 .","the $ 10 , 000 Britannia Award","$10,000 브리타니아 상",1
