,sentence1,source1_np0,sentence2,source2_np0,label
389,"The Bank of Italy , the ultimate arbiter of Italian banking mergers , has been engulfed by scandal since police wire taps revealed Fazio and his wife advised a local banker in a bid for Bank Antonveneta against Dutch bank ABN AMRO .","The Bank of Italy , the ultimate arbiter of Italian banking mergers ,",A local banker bids for Bank Antonveneta .,A local banker,0
390,"The world ' s oldest known child has been discovered in East Africa in an area known appropriately as the Cradle of Humanity . The 3 . 3 - million - year - old fossilized toddler was uncovered in north Ethiopia ' s badlands along the Great Rift Valley ( map of Ethiopia ) . The skeleton , belonging to the primitive human species Australopithecus afarensis , is remarkable for its age and completeness , even for a region spectacularly rich in fossils of our ancient ancestors , experts say . The new find may even trump the superstar fossil of the same species : "" Lucy , "" a 3 . 2 - million - year - old adult female discovered nearby in 1974 that reshaped theories of human evolution . ( Related : "" Fossil Find Is Missing Link in Human Evolution , Scientists Say "" [ April 2006 ] . ) .",The world ' s oldest known child,Lucy fossils have been discovered 3 . 3 million years ago .,Lucy fossils,1
391,"The plaintiffs in this most recent suit contend that Lee , Perlmutter , Arthur Lieberman and Avi Arad conspired in bad faith to conceal and misappropriate financial interests in Lee ' s creations assigned to Stan Lee Media in 1998 . SLM ' s meltdown involved its former President Peter F . Paul fleeing to Brazil , contributions made to Bill and Hillary Clinton , Paul ' s extradition and more . In 2007 , SLM filed a $ 5 billion lawsuit in which it claimed co - ownership of all of Stan Lee ' s creations for Marvel .",The plaintiffs in this most recent suit,Hillary Clinton is Bill ' s sister .,Hillary Clinton,1
392,"However , market players were more inclined towards weakening yen , as the yen plunged to its lowest levels since October 1998 , after foreign exchange markets interpreted comments made by visiting U . S . Treasury Secretary Paul O ' Neill to mean that Washington is not opposed to a weak Japanese currency .",market players,The introduction of the euro has been opposed .,The introduction of the euro,1
393,"Martin was taken to New Orleans Ochsner Foundation Hospital , where nurse Jinny Resor said he was treated for dehydration .",New Orleans Ochsner Foundation Hospital,Jinny Resor is employed at Ochsner Foundation Hospital .,Jinny Resor,0
394,Time Warner is the world ' s largest media and Internet company .,Time Warner,Time Warner is the world ' s largest company .,Time Warner,1
395,"Moscow ( USSR ) , 12 Jul 89 ( PRAVDA ) - Blood is flowing in Columbia , where last year , according to official statistics , there were 4 , 600 victims of political violence , including Jaime Pardo Leal ( president of Colombia ' s national coordination committee ) , around 30 deputies and many municipal advisors and mayors .",Moscow ( USSR ),Jaime Pardo Leal was killed in Moscow .,Jaime Pardo Leal,1
396,"In November , the results of the 2008 United States Senate election in Minnesota showed Republican Norm Coleman with a 215 vote lead over the Democratic challenger Franken . The close margin ― less than 0 . 0075 percent ― triggered an automatic recount which resulted in Franken leading by 225 votes , the total ratified by the Minnesota Canvasing Board January 5 . The Coleman campaign filed a motion January 6 in court to block the certification of Franken ' s victory and prevent Franken from taking a seat in the United States Senate . On March 31 , a three - judge panel hearing the case ordered 400 additional ballots be counted .",the results of the 2008 United States Senate election in Minnesota,Norm Coleman is a member of the Republican Party .,Norm Coleman,0
397,"A top aide to Ms . Bhutto , Senator Latif Khosa , says that on the day of her assassination , Ms . Bhutto planned to give two visiting U . S . lawmakers a thick dossier outlining numerous instances of government pre - poll rigging involving voter registration as well as intimidation of PPP supporters . "" Everything was recorded in that , with all proofs that we have had , and with the independent reports of the foreign monitors who were also operating . Their reports also supported our allegations as to being substantial and as being true . So they were all recorded , but unfortunately she could not present the report because she was assassinated before she could do that , "" said Khosa .","A top aide to Ms . Bhutto , Senator Latif Khosa ,",Latif Khosa was in a relationship with Ms . Bhutto .,Latif Khosa,1
398,"We look at the cool relationship between these two establishment families and how the party would fare with the son , Texas Gov . George W . Bush , and the wife , Elizabeth Dole , on the 2000 campaign trail .","the cool relationship between these two establishment families and how the party would fare with the son , Texas Gov . George W . Bush , and the wife , Elizabeth Dole , on the 2000 campaign trail",The name of George W . Bush ' s wife is Laura .,The name of George W . Bush ' s wife,1
399,The Sioux Ghost Shirt was a feature of Glasgow ' s Kelvingrove Museum for more than 100 years before being repatriated to its land of origin .,The Sioux Ghost Shirt,A Sioux ghost shirt was returned by a Scottish museum .,A Sioux ghost shirt,0
400,"In 1867 , Nobel obtained a patent on a special type of nitroglycerine , which he called "" dynamite "" . The invention quickly proved its usefulness in building and construction in many countries .","a patent on a special type of nitroglycerine , which he called "" dynamite "" . The invention quickly proved its usefulness in building and construction in many countries",Alfred Nobel is the inventor of dynamite .,Alfred Nobel,0
401,Romano Prodi will meet the US President George Bush in his capacity as president of the European commission .,Romano Prodi,Romani Prodi is the US President .,Romani Prodi,1
402,"Accardo founded the Settimane Musicali Internazionali in Naples and the Cremona String Festival in 1971 , and in 1996 , he re - founded the Orchestra da Camera Italiana ( O . C . I . ) , whose members are the best pupils of the Walter Stauffer Academy .",the Cremona String Festival in 1971,Accardo was a member of the Walter Stauffer Academy .,a member of the Walter Stauffer Academy,1
403,"September 26 - Trial against former Italian Prime Minister Giulio Andreotti , accused of Mafia connections , begins .",former Italian Prime Minister Giulio Andreotti,Andreotti collaborates with the Mafia .,the Mafia,1
404,"JOHANNESBURG : Organizers of a peace conference that was to have been attended by five Nobel laureates in Johannesburg this week said Tuesday that they had canceled it after the South African government denied a visa to the Dalai Lama . Two of South Africa ' s Nobel Peace Prize laureates , the retired Anglican archbishop Desmond Tutu and former President F . W . de Klerk , condemned the government for giving in to pressure from China to block the Tibetan spiritual leader ' s entry into the country and said they would refuse to participate in the conference if he was not there . The executive director of the Norwegian Nobel Committee , Geir Lundestad , also said he would stay away .",Organizers of a peace conference that was to have been attended by five Nobel laureates in Johannesburg this week,"The Peace Conference in South Africa has been canceled , giving support to the Dalai Lama .",The Peace Conference in South Africa,0
405,"A recent study offers sound medical proof that ACE inhibitors , like beta - blockers and aspirin , can improve a patient ' s odds of surviving a heart attack .",A recent study,People experienced adverse effects while taking aspirin .,adverse effects,1
406,"Traditionally , 60 percent of the tickets sold for a stop on the Vans Warped Tour , for example , occur six days prior to the show .","60 percent of the tickets sold for a stop on the Vans Warped Tour , for example ,",Most tours only sell 60 percent of the tickets .,Most tours,1
407,"According to Naeye , the newfangled telescopes will be able to peer so far back in space and , thus , time that they "" will see the first galaxies assembling a few hundred million years after the Big Bang . """,the newfangled telescopes,The Big Bang is the primordial explosion from which the universe was created .,The Big Bang,1
408,"With $ 549 million in cash as of June 30 , Google can easily afford to make amends .",$ 549 million in cash as of June 30,Some 30 million shares have been assigned to the company ' s workers .,Some 30 million shares,1
409,"The President George Bush administration , on Friday , ordered the sale of 30 million barrels of crude oil from the government ' s emergency stockpile to halt runaway oil prices triggered by Hurricane Katrina .",The President George Bush administration,European nations were considering releasing oil reserves to help the United States after Hurricane Katrina .,European nations,1
410,"King Tut Tomb Fetuses May Reveal Pharaoh ' s Mother - Egypt Mummies Moved for DNA Tests ; Pharaoh Among Them ? - March 30 , 2009 — Researchers may have finally come face - to - face with the real — and wrinkled — Nefertiti , thanks to sophisticated CT scanning technology . A carefully carved limestone face in the inner core of the Egyptian queen ' s famous bust ( above , right ) has emerged in new images , a new study says . The object , currently on display in Berlin ' s Altes Museum , was discovered in 1912 during an excavation of the studio of Egyptian royal sculptor Thutmose . The artist had sculpted Nefertiti — wife of Pharaoh Akhenaten — more than 3 , 300 years ago .",a new study says . The object,Nefertiti was the stepmother of King Tutankhamen .,the stepmother of King Tutankhamen,1
411,Leftist guerrillas early Tuesday attacked a residential neighborhood in northern San Salvador where many government and military leaders have their homes .,Leftist guerrillas,Guerrillas attacked government buildings .,government buildings,1
412,"Qin Shi Huang , personal name Zheng , was king of the Chinese State of Qin from 247 BCE to 221 BCE , and then the first emperor of a unified China from 221 BCE to 210 BCE , ruling under the name First Emperor .","Qin Shi Huang , personal name Zheng ,",Qin Shi Huang was the first China Emperor .,Qin Shi Huang,0
413,"The community will include every state in South America with the exception of French Guiana , itself a territory of France . Bolivia , Colombia , Ecuador , Peru , and Venezuela join SACN from the Andean Community , a trade bloc established in 1969 . From the more recent ( 1991 ) Mercosur comes Argentina , Brazil , Paraguay , and Uruguay . Guyana , Suriname , two small northeastern countries which had previously not participated in a South American trade bloc , will not immediately join the community . Chile will additionally join ; it has , however , been cautious .",The community,Ecuador is situated in South America .,South America,0
414,"Those teens who are gay , lesbian or confused about their sexuality are also more likely to attempt suicide .","Those teens who are gay , lesbian or confused about their sexuality",Teens who are depressed are much more at risk of attempting suicide than other teens .,Teens who are depressed,1
415,"According to reports , a man protesting the G20 Summit in London , England has died after collapsing at a protester camp . Sky News says the man collapsed on the street inside a camp close to the Bank of England and when found he was still breathing , but efforts by paramedics to rescue him failed and he was pronounced dead at an area hospital . The name of the person and cause of death are not yet known , but several people were injured earlier in the day . It is also reported by Sky News that people threw bottles at him and authorities when they were taking him to a waiting ambulance .","a man protesting the G20 Summit in London , England",Sky News offices are close to the Bank of England .,Sky News offices,1
416,"Vera Beers , of Olivet , recently was named employee of the month at Standard Printing in Marshall .","Vera Beers , of Olivet ,",Vera Beers works for Olivet .,Vera Beers,1
417,"The longest mission to Salyut 7 was also a record - breaker , lasting 237 days ( nearly eight months ) in space .",The longest mission to Salyut 7,237 days is the record for the longest stay in space by a human .,the record for the longest stay in space by a human,1
418,"There can be no doubt that the Administration already is weary of Aristide , a populist Roman Catholic priest who in December , 1990 , won an overwhelming victory in Haiti ' s only democratic presidential election",the Administration,Aristide became president of Haiti in 1990 .,president of Haiti,0
419,"One economic study will not be the basis of Canada ' s public policy decisions , but Easton ' s research does conclusively show that there are economic benefits in the legalization of marijuana .",One economic study,Drug legalization has benefits .,Drug legalization,0
420,"We learn that Claretta Petacci , Mussolini ' s last mistress , had a tendency to whine and to lie all day in bed , eating chocolate .","Claretta Petacci , Mussolini ' s last mistress ,",Claretta Petacci was Mussolini ' s last mistress .,Claretta Petacci,0
421,"Tony Shalhoub won best actor in a comedy for "" Monk "" , and James Spader won best actor in a drama for "" Boston Legal . """,Tony Shalhoub,"James Spader won best actor for "" Boston Legal . """,James Spader,0
422,"Switzerland has ratified bilateral agreements with the members of the European Union in March 2004 , but the new members ( Cyprus , Czech Republic , Estonia , Hungary , Latvia , Lithuania , Malta , Poland , Slovakia and Slovenia ) were not included in the deal .","the new members ( Cyprus , Czech Republic , Estonia , Hungary , Latvia , Lithuania , Malta , Poland , Slovakia and Slovenia )","Lithuania intends to introduce the use of the Euro as an official currency on January 1 , 2007 .",the use of the Euro as an official currency,1
423,"ECB spokeswoman , Regina Schueller , declined to comment on a report in Italy ' s la Repubblica newspaper that the ECB council will discuss Mr . Fazio ' s role in the takeover fight at its Sept . 15 meeting .","ECB spokeswoman , Regina Schueller ,",The ECB council meets on Sept . 15 .,The ECB council,0
424,"That request is at odds with the law signed early yesterday , by Bush , directing the federal courts to consider the case de novo without taking into account the state court ' s findings .",That request,Bush pushed the issue to federal courts .,the issue,0
425,"Climatologists believe artificially induced climate change is the reason Australia is destined for the warmest year on record . Temperatures so far this year have averaged one degree above the 30 - year average , the Bureau of Meteorology ( BOM ) told the Greenhouse 2005 - Action in Climate Change Conference being held in Melbourne this week . The head of the National Climate Centre , Michael Coughlan , says Australia has had the warmest ever first 10 months of 2005 , and seems likely to be a record - breaking year .","The head of the National Climate Centre , Michael Coughlan ,",Bad weather creates problems .,Bad weather,1
426,"For women who are HIV negative or who do not know their HIV status , breastfeeding should be protected , promoted and supported for six months .",women who are HIV negative or who do not know their HIV status,"For HIV - positive mothers , the decision about whether or not to breastfeed a child can be difficult .",HIV - positive mothers,1
427,"The Socialist Party was formerly part of the Labour Party , which has ruled the United Kingdom since 1997 and remains a member of the Socialist International . On the bus , Saunders and some of his cohorts — they occasionally , especially the older members , address each other as "" comrade "" — explains their view on how the split with Labour came about . As the Third Way became the dominant voice in the Labour Party , culminating with the replacement of Neil Kinnock with Tony Blair as party leader , the Socialist cadre became increasingly disaffected . "" There used to be democratic structures , political meetings "" within the party , they say . The branch meetings still exist but "" now , they passed a resolution calling for renationalisation of the railways , and they [ the party leadership ] just ignored it . "" They claim that the disaffection with New Labour has caused the party to lose "" half its membership "" and that people are seeking alternatives .",The Socialist Party,The Socialist Party was founded in the United Kingdom .,The Socialist Party,1
428,"Miles of Australia ' s most pristine coastline have been declared a disaster zone following a large oil spill from a storm - damaged cargo ship . At least 60 kilometres of Queensland ' s southeastern shore were contaminated when at least 42 tonnes of oil spilled into the ocean from MV Pacific Adventurer on Wednesday night . The ship , which had sailed into cyclonic weather , lost 31 containers aboard , one of which pierced the ship ' s hull and a fuel tank . Anna Bligh , the Queensland premier , has declared Moreton Island , Bribie Island and southern parts of the Sunshine Coast disaster zones .",Miles of Australia ' s most pristine coastline,"MV Pacific Adventurer has lost oil in the area of Moreton Island , Bribie Island and southern parts of the Sunshine Coast .",MV Pacific Adventurer,0
429,"In an interview with the Sci Fi Wire , Robert Shaye , co - chairman of New Line and executive producer of The Lord of the Rings , said that New Line does not want to do any films , including The Hobbit , with Mr Jackson in the future . "" I do not want to make a movie with somebody who is suing me . It will never happen during my watch . "" "" I don ' t care about Peter Jackson anymore . He wants to have another $ 100 million or $ 50 million , whatever he ' s suing us for , "" Mr Shaye said .",Mr Shaye,New Line wants to work with Peter Jackson .,New Line,1
430,The Southeast Asian ministers gather in Laos for their regional meeting .,The Southeast Asian ministers,Southeast Asian ministers ' meeting is held in Laos .,Southeast Asian ministers ' meeting,0
431,"Valero Energy Corp . , on Monday , said it found "" extensive "" additional damage at its 250 , 000 - barrel - per - day Port Arthur refinery .",Valero Energy Corp .,"Valero Energy Corp . produces 250 , 000 barrels per day .",Valero Energy Corp .,0
432,Kohl participated in the late stage of WWII as a teenage soldier . He joined the Christian - Democratic Union ( CDU ) in 1947 .,the late stage,The name of Helmut Kohl ' s political party is the Christian Democratic Union .,The name of Helmut Kohl ' s political party,0
433,"The experiment helped establish that the bacteria came first , causing inflammation , then ulcers .",The experiment,Inflammation is the result of ulcers .,the result of ulcers,1
434,"Protesters , many from organized pro - government groups but including many ordinary citizens , carried anti - American banners and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .","Protesters , many from organized pro - government groups but including many ordinary citizens ,",Protesters confiscated anti - American banners and chanted slogans attacking U . N . Secretary - General Kofi Annan for his close alignment with U . S . policy .,anti - American banners,1
435,"As parties adapt to these new conditions , new definitions - replete with new assumptions about their functions - are likely to shape the ongoing debate about their roles and functions in the 21 st century .",new definitions - replete with new assumptions about their functions -,Several new political parties emerged .,Several new political parties,1
436,"Two portraits , one by Reynolds , the other by Gainsborough , since 1990 among the most looked - after works in the Art Loss Register database , were recovered this week when they were brought into Sotheby ' s for evaluation . Also a lithograph by Norwegian artist Edvard Munch , stolen from an Oslo art gallery in April , has been recovered , news reports said today .",news reports,These two portraits and a lithography by Edvard Munch were recovered using the Art Loss Register database .,These two portraits and a lithography by Edvard Munch,1
437,"Climate change is with us . A decade ago , it was conjecture . Now the future is unfolding before our eyes . Canada ' s Inuit see it in disappearing Arctic ice and permafrost .",Climate change,Greenhouse effect changes global climate .,Greenhouse effect,1
438,"The bet , which won him dinner for four , was regarding the existence and mass of the top quark , an elementary particle discovered in 1995 .","The bet , which won him dinner for four ,",The Top Quark is the last of six flavors of quarks predicted by the standard model theory of particle physics .,The Top Quark,1
439,"On October 1 2001 , EU and other countries introduced the option for domestic animal owners to apply for Pet passports under the Pets Travel Scheme ( PETS for short ) , for pets returning from abroad to the United Kingdom . This replaced the old system of 6 months compulsory quarantine for all domestic pets .",EU and other countries,"In 2001 , the EU introduced a passport for pets .",the EU,0
440,"Mr Lopez Obrador has alleged electoral fraud cost him the presidency , despite a recount confirming Felipe Calderon as Mexico ' s president - elect .",Mr Lopez Obrador,Felipe Calderon won the presidential election of Mexico .,Felipe Calderon,0
441,"CNET reporter James Kim has been found dead in the southwestern Oregon wilderness after getting lost with his family on November 25 . Kim , 35 , was found at 12 : 00 noon Wednesday , half a mile away from the Rogue River . His wife Kati Kim , 30 - years - old , and her two young children were found alive on December 4 after they waved an umbrella to a private helicopter . Kati and her two children were airlifted out of the area and transferred by ambulance to Three Rivers Community Hospital in Grants Pass . Kati suffered frostbite on two toes , but it is expected that she will be in good condition .",CNET reporter James Kim,James Kim worked for CNET .,James Kim,0
442,"Reagan was seriously wounded by a bullet fired by John Hinckley Jr . in an attempted assassination on March 30 , 1981 .","a bullet fired by John Hinckley Jr . in an attempted assassination on March 30 , 1981","Reagan almost died on March 30 , 1981 , when would - be assassin John W . Hinckley Jr . shot him .",assassin John W . Hinckley Jr . shot him,0
443,Baghdad had announced that it will stop cooperating with UNSCOM completely but indicated that it will not ask for their departure .,their departure,"Baghdad will end it ' s cooperation with UNSCOM , and wants them to leave .",it ' s cooperation with UNSCOM,1
444,It would force countries in the region to choose between the United States and Japan - - or maybe between Japan and China . And it would collapse whatever promise the newly born Asia Pacific Economic Cooperation ( APEC ) holds as a vehicle to assure American commercial access to the booming Pacific markets . To risk all of this in the name of a flawed concept is foolish . This is not to deny the Administration ' s understandable frustration with a persistently huge Japanese trade surplus .,countries in the region,APEC is the newly born Asia Pacific Economic Cooperation .,the newly born Asia Pacific Economic Cooperation,0
445,"Around this time , White decided that he would not accept any more prizes for his work . He declined both the $ 10 , 000 Britannia Award and another Miles Franklin Award .",this time,"White got the $ 10 , 000 Britannia Award .","the $ 10 , 000 Britannia Award",1
446,"There have been reports that the leader of the Al - Qaeda terrorist network , Abu Musab al - Zarqawi , was wounded in Iraq . Internet statements on Al - Qaeda websites Tuesday and Thursday asked Muslims to pray for al - Zarqawi and said that an interim leader named Abu Hafs al - Gerni had been appointed . The credibility of these statements is currently unverified . Iraq ' s Interior Minister Bayan Jabr did allege that the statements were correct , however . During a news conference , he reported , "" We are not sure whether he is dead or not , but we are sure that he is injured . """,The credibility,Abu Musab al - Zarqawi is affiliated with Al - Qaeda .,Abu Musab al - Zarqawi,0
447,The Philippine Stock Exchange Composite Index rose 0 . 1 percent to 1573 . 65 .,The Philippine Stock Exchange Composite Index,The Philippine Stock Exchange Composite Index dropped .,The Philippine Stock Exchange Composite Index,1
448,"Although the birth rate is the highest it has been for five years , there were still more deaths in Scotland than births last year .",more deaths in Scotland than births last year,Scotland is the European country with the highest birth rate .,the European country with the highest birth rate,1
449,"A young gunman known as Scarface has been jailed for life for the murder of a promising teenage footballer . Richard Harrison - Allen , 20 , shot Etem Celebi dead in November 2007 as he tried to flee the scene in the Smalley Close estate , Stoke Newington , north London . Gang member Harrison - Allen , from Hackney , east London , who was convicted of the teenager ' s murder earlier this month , was sentenced to a minimum of 26 years at St Albans Crown Court . He sat motionless as sentence was passed .",A young gunman known as Scarface,""" Scarface "" is the nickname of Richard Harrison - Allen .",""" Scarface """,0
450,"The company , whose registered auditors are Deloitte and Touche , has instructed Ernst and Young to carry out a thorough review of the accounts of Eurest Support Services , a subsidiary which feeds UN peacekeepers in at least eight countries .","The company , whose registered auditors are Deloitte and Touche ,",Eurest Support Services is a subsidiary of Ernst and Young .,Eurest Support Services,1
451,"In the early Olympic games , athletes used to run a mile and then recite a poem . The first poet - in - residence of an English football team , Ian McMillan , remarked that football chants are like huge tribal poems . Generally , though , sport and poetry have never seemed natural companions in human enterprise . Until the New York Mets baseball team suffered in 2007 arguably the worst collapse in Major League Baseball history . To describe the anguish fans felt , The New York Times turned to a poet , Frank Messina . "" Nothing was really representing the fan ' s point of view , "" Messina told Wikinews reporter David Shankbone in an interview . "" There ' s a lot of hurting people out there who can ' t express what happened . ""","The first poet - in - residence of an English football team , Ian McMillan ,",David Shankbone is an employee of The New York Times .,David Shankbone,1
452,"Two of Japan ' s biggest financial institutions on Friday announced plans to merge and create the world ' s largest bank , underscoring growing sentiments that the country ' s long troubled banking system has significantly improved .",Two of Japan ' s biggest financial institutions,The merger of Japanese Banks creates the world ' s biggest bank .,The merger of Japanese Banks,1
453,The planet probably got this name due to its red color ; Mars is sometimes referred to as ' the Red Planet ' .,The planet,Mars is called ' the red planet ' .,the red planet,0
454,"There are many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders , or desire for political change . The modus operandi may vary , whether to use one or several suicide bombers , whether to use men or women .","many motives for suicide attacks : religious beliefs , nationalistic ideologies , obedience to charismatic and authoritarian leaders , or desire for political change . The modus operandi may vary , whether to use one or several suicide bombers , whether to use men or women",People were killed in Tamil suicide attacks .,Tamil suicide attacks,1
455,Officials said the Finnish suspect was among the dead but did not provide a motive for the attack .,a motive for the attack,"Officials said that the suspect , a Finnish citizen , was among the dead .","the suspect , a Finnish citizen ,",0
456,"In Jerusalem , the faithful celebrated Mass at the Church of the Holy Sepulcher , traditionally believed to mark the site where Jesus was crucified , buried and then resurrected . Brown - robed friars marched into the church to the sound of bagpipes , followed by clergymen in purple capes and others bearing crosses . And in the earthquake - ravaged central Italian city of L ' Aquila , survivors gathered in makeshift chapels set up in tent cities that are housing some of the 55 , 000 people driven from their homes by Monday ' s 6 . 3 - magnitude temblor .",the faithful,A 6 . 3 - magnitude earthquake struck the center of Italy .,A 6 . 3 - magnitude earthquake,0
457,"Archaeologists have found approximately 30 beautifully preserved mummies in a 4 , 000 year old Egyptian necropolis which held 53 tombs . Supervisor of Antiquities for Middle Egypt Dr . Abdel - Rahman El - Ayedi ' s team established his archaeological site in the Faiyum Oasis near the El - Lahun Egyptian pyramid which is just south of Cairo . Besides the mummies , the team found masks , amulets , clay pots and an offering table located in a funerary chapel . The chapel dates back to about 30 BC to 337 AD .",approximately 30 beautifully preserved mummies,30 beautifully preserved mummies have been located in the south of Cairo .,30 beautifully preserved mummies,0
458,David Millar retained his Tour de France leader ' s yellow jersey despite crashing in the final two kilometres of the third stage of the race to Nantes .,David Millar,Tour de France winner is likely to lose the crown .,Tour de France winner,1
459,"President Obama found a new way to answer to the questions that people have to ask him . So he held a "" virtual townhall "" in which people could write in questions and he would answer them online . He was asked many questions , and one of the most important was about the legalization of marijuana . Obama was very discreet about it . We will give you the full question : "" With over 1 out of 30 Americans controlled by the penal system , why not legalize , control , and tax marijuana to change the failed war on drugs into a money making , money saving boost to the economy ? Do we really need that many victimless criminals ? "" The president ' s answer was a strategical one . He started by quoting the question he was asked which was whether legalizing marijuana would improve the economy and job creation . And he answered : "" The answer is no , I don ' t think that ' s a good strategy to grow our economy . All right . "" .",President Obama,President Obama is in favour of the legalization of marijuana .,President Obama,1
460,"Three plays later , quarterback James Pinkney was sacked by Wake ' s Goryal Scales on third - and - one , forcing the team to punt .",quarterback James Pinkney,James Pinkney was an employee of Goryal Scales .,James Pinkney,1
461,"Edison decided to call "" his "" invention the Kinetoscope , combining the Greek root words "" kineto "" ( movement ) , and "" scopos "" ( "" to view "" ) .",the Kinetoscope,Edison invented the Kinetoscope .,the Kinetoscope,0
462,"NUCOR , the leading US steel mini - mill group is to greatly expand production capacity at a plant in Crawfordsville , Indiana which has shaken up the industry by its use of a radical , new technology .","NUCOR , the leading US steel mini - mill group",The new thin - casting process shook up the steel industry .,The new thin - casting process,1
463,""" The Extra Girl "" ( 1923 ) is a story of a small - town girl , Sue Graham ( played by Mabel Normand ) who comes to Hollywood to be in the pictures . This Mabel Normand vehicle , produced by Mack Sennett , followed earlier films about the film industry and also paved the way for later films about Hollywood , such as King Vidor ' s "" Show People "" ( 1928 ) .",""" The Extra Girl "" ( 1923 )",""" The Extra Girl "" was produced by Sennett .",The Extra Girl,0
464,"Philip Morris the US food and tobacco group that makes Marlboro , the world ' s best - selling cigarette , shrugged off strong anti - smoking sentiment in the US .","Philip Morris the US food and tobacco group that makes Marlboro , the world ' s best - selling cigarette ,",Philip Morris owns the Marlboro brand .,Philip Morris,0
465,"Slavkov , accused in the Salt Lake scandal but later cleared , said he had been approached by Takatch .","Slavkov , accused in the Salt Lake scandal but later cleared ,","Slavkov , defendant in the scandal of Salt Lake but that later was exculpated , in fact said that Takatch .",defendant in the scandal of Salt Lake,1
466,"In early December , Glavkos Clerides and Rauf Denktash , respectively the leaders of the two parts of Cyprus , startled Cypriots by announcing that they would meet for the first time in four years .","Glavkos Clerides and Rauf Denktash , respectively the leaders of the two parts of Cyprus ,",Cyprus was divided into two parts in December .,two parts,1
467,"In the United States Senate on Tuesday , Senators Byron Dorgan , a Democrat from North Dakota , and Mike Enzi , a Republican from Wyoming , introduced the "" Freedom to Travel to Cuba Act "" ( S . 428 ) , a bill that would lift the travel restrictions that have prevented U . S . citizens from visiting Cuba since the early 1960 s . The bill is co - sponsored by 20 senators , and the House of Representatives is considering a companion measure , H . R . 874 , introduced by Representatives Bill Delahunt and Jeff Flake . The house measure has 121 cosponsors .","Senators Byron Dorgan , a Democrat from North Dakota , and Mike Enzi , a Republican from Wyoming ,",Byron Dorgan was born in Wyoming .,Byron Dorgan,1
468,"The organisation reports that it has recently seen a significant rise in the number of complaints and some of these involve modem connections being redirected , unbeknown to the users .",The organisation,Users were unaware of the modem connections ' redirection .,the modem connections ' redirection,0
469,"The magnitude 7 earthquake that occurred today on the Hayward fault ( a part of the San Andreas fault system , along the densely populated eastern side of San Francisco bay ) caused hundreds of deaths and almost $ 100 billion of damage .","The magnitude 7 earthquake that occurred today on the Hayward fault ( a part of the San Andreas fault system , along the densely populated eastern side of San Francisco bay )",There was a magnitude 7 earthquake on the Hayward fault .,a magnitude 7 earthquake on the Hayward fault,0
470,"Castro ' s successful visits to Harlem and the Bronx , his speech to the United Nations General Assembly , and the October 21 march of 3 , 000 against U . S . policy and subsequent picket lines at Cuba ' s UN mission in defense of the revolution - all these events dealt blows to the U . S . government ' s unceasing efforts to isolate and slander Cuba .",Castro ' s successful visits,Castro visits the UN .,the UN,0
471,He said that his daughter was told that Clark had been cited to General Sessions Court .,his daughter,Clark is employed at General Sessions Court .,General Sessions Court,1
472,"The father of an Oxnard teenager accused of gunning down a gay classmate who was romantically attracted to him has been found dead , Ventura County authorities said today . Bill McInerney , 45 , was found shortly before 8 a . m . in the living room of his Silver Strand home by a friend , said James Baroni , Ventura County ' s chief deputy medical examiner . The friend was supposed to drive him to a court hearing in his son ' s murder trial , Baroni said . McInerney ' s 15 - year - old son , Brandon , is accused of murder and a hate crime in the Feb . 12 , 2008 , shooting death of classmate Lawrence "" Larry "" King , 15 . The two boys had been sparring in the days before the killing , allegedly because Larry had expressed a romantic interest in Brandon .",Ventura County authorities,Bill McInerney is accused of killing a gay teenager .,Bill McInerney,1
473,"Aziz confirmed that Iraq ' s demands include "" the lifting of the blockade and the restructuring of the espionage commission , including its Chairman , ( Richard ) Butler .",Iraq ' s demands,Iraq demands the lifting of the embargo and changes in the committee .,the lifting of the embargo and changes in the committee,0
474,"Scientists have made two major discoveries in the search for other Earth - like planets . British astronomers say they have discovered the smallest known Earth - like exoplanet orbiting a living star called Gliese 581 e and also discovered that a nearby planet called Gliese 581 d , discovered in 2007 , is in the much sought after ' habitable zone ' . Astronomers also believe there is a possibility that 581 d could have liquid oceans on its surface , calling the find "" extraordinary . "" "" The Holy Grail of current exoplanet research is the detection of a rocky , Earth - like planet in the ' habitable zone ' , "" said astrophysicist at Switzerland ' s Geneva University , Michel Mayor . Astronomers say 581 e is 20 . 5 light years away from Earth and that it ' s roughly 1 . 9 times larger than Earth , making it the smallest exoplanet discovered to date . It was found using the High Accuracy Radial Velocity Planet Searcher ( HARPS ) .",two major discoveries,Michel Mayor is the discoverer of the High Accuracy Radial Velocity Planet Searcher .,Michel Mayor,1
475,"During Ramadan , Muslims will gather at the mosque for nightly prayer sessions and evening meals .",the mosque,The mosque is a place of worship for Muslims .,The mosque,0
476,"Toshiba , the world ' s third - largest notebook computer maker behind Dell Inc . and Hewlett - Packard Co . , said the PC would be introduced in Japan in early 2006 .","Toshiba , the world ' s third - largest notebook computer maker behind Dell Inc . and Hewlett - Packard Co . ,",Toshiba is a subsidiary of Dell Inc .,a subsidiary of Dell Inc,1
